X,Y,Value
972,198,255
973,198,255
974,198,255
975,198,255
964,199,255
965,199,255
966,199,255
967,199,255
968,199,255
969,199,255
970,199,255
971,199,255
972,199,255
975,199,255
976,199,255
977,199,255
978,199,255
979,199,255
980,199,255
981,199,255
982,199,255
983,199,255
984,199,255
964,200,255
984,200,255
964,201,255
965,201,255
966,201,255
967,201,255
968,201,255
969,201,255
970,201,255
971,201,255
972,201,255
973,201,255
974,201,255
975,201,255
976,201,255
977,201,255
978,201,255
979,201,255
980,201,255
981,201,255
982,201,255
983,201,255
984,201,255
990,201,255
991,201,255
992,201,255
993,201,255
994,201,255
995,201,255
996,201,255
997,201,255
962,202,255
963,202,255
964,202,255
965,202,255
966,202,255
967,202,255
968,202,255
969,202,255
970,202,255
971,202,255
972,202,255
977,202,255
978,202,255
979,202,255
980,202,255
981,202,255
982,202,255
983,202,255
984,202,255
985,202,255
986,202,255
987,202,255
988,202,255
989,202,255
990,202,255
997,202,255
998,202,255
999,202,255
1000,202,255
1001,202,255
1002,202,255
1003,202,255
1004,202,255
1005,202,255
1006,202,255
1007,202,255
1008,202,255
1009,202,255
1010,202,255
948,203,255
949,203,255
950,203,255
951,203,255
952,203,255
953,203,255
954,203,255
955,203,255
956,203,255
957,203,255
958,203,255
959,203,255
960,203,255
962,203,255
1010,203,255
1011,203,255
1012,203,255
1168,203,255
1169,203,255
1170,203,255
1171,203,255
1172,203,255
1173,203,255
1174,203,255
1175,203,255
1176,203,255
1177,203,255
1178,203,255
1179,203,255
948,204,255
960,204,255
961,204,255
962,204,255
1012,204,255
1013,204,255
1014,204,255
1015,204,255
1165,204,255
1166,204,255
1167,204,255
1168,204,255
1179,204,255
948,205,255
949,205,255
950,205,255
951,205,255
952,205,255
953,205,255
1015,205,255
1016,205,255
1017,205,255
1018,205,255
1019,205,255
1164,205,255
1165,205,255
1173,205,255
1174,205,255
1175,205,255
1176,205,255
1177,205,255
1178,205,255
1179,205,255
945,206,255
946,206,255
947,206,255
948,206,255
949,206,255
950,206,255
951,206,255
952,206,255
953,206,255
954,206,255
955,206,255
956,206,255
957,206,255
1019,206,255
1164,206,255
1171,206,255
1172,206,255
1173,206,255
940,207,255
941,207,255
942,207,255
943,207,255
944,207,255
945,207,255
954,207,255
955,207,255
956,207,255
957,207,255
958,207,255
959,207,255
1019,207,255
1152,207,255
1153,207,255
1154,207,255
1155,207,255
1163,207,255
1164,207,255
1165,207,255
1166,207,255
1167,207,255
1168,207,255
1169,207,255
1170,207,255
1171,207,255
1172,207,255
1173,207,255
1174,207,255
