Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.7603,0.1053,7.132E+003,603.7,0.0999872,10.00
0.7603,0.1060,7.062E+003,595.0,0.100793,7.943
0.7603,0.1049,6.982E+003,571.6,0.100486,6.310
0.7603,0.1038,6.901E+003,553.6,0.101692,5.012
0.7603,0.1011,6.820E+003,533.7,0.100404,3.981
0.7603,0.1000,6.739E+003,520.4,0.100280,3.162
0.7603,0.09809,6.659E+003,508.1,0.0999735,2.512
0.7603,0.09391,6.578E+003,498.4,0.100311,1.995
0.7603,0.09066,6.500E+003,490.1,0.100282,1.585
0.7603,0.08747,6.418E+003,480.3,0.100065,1.259
0.7603,0.08660,6.342E+003,469.7,0.100393,1.000
0.7603,0.08301,6.274E+003,467.0,0.100042,0.7943
0.7603,0.07854,6.195E+003,460.9,0.0999602,0.6310
0.7603,0.07477,6.153E+003,446.8,0.100290,0.5012
0.7603,0.07251,6.092E+003,399.1,0.100022,0.3981
0.7603,0.06978,5.959E+003,476.1,0.0999909,0.3162
0.7603,0.06567,5.901E+003,488.1,0.100322,0.2512
0.7603,0.06368,5.858E+003,505.8,0.100233,0.1995
0.7603,0.05983,5.921E+003,444.2,0.100119,0.1585
0.7603,0.05617,5.473E+003,579.5,0.0960591,0.1259
0.7603,0.05156,5.335E+003,715.4,0.0855409,0.1000
0.7603,0.04871,6.287E+003,441.6,0.0101507,1.000
0.7603,0.04677,6.283E+003,434.8,0.0124651,1.000
0.7603,0.04522,6.275E+003,446.9,0.0158843,1.000
0.7603,0.04212,6.269E+003,441.6,0.0200042,1.000
0.7603,0.04062,6.263E+003,443.6,0.0250989,1.000
0.7603,0.03742,6.255E+003,443.6,0.0317906,1.000
0.7603,0.03503,6.245E+003,442.8,0.0398532,1.000
0.7603,0.03334,6.233E+003,437.9,0.0499942,1.000
0.7603,0.03022,6.219E+003,437.2,0.0631682,1.000
0.7603,0.02809,6.201E+003,434.9,0.0793120,1.000
0.7603,0.02749,6.182E+003,437.6,0.0996272,1.000
0.7603,0.02508,6.150E+003,434.8,0.125664,1.000
0.7603,0.02326,6.114E+003,435.0,0.157767,1.000
0.7603,0.02237,6.064E+003,435.5,0.199472,1.000
0.7603,0.01961,6.007E+003,435.6,0.251194,1.000
0.7603,0.01552,5.944E+003,439.3,0.316088,1.000
0.7603,0.01555,5.886E+003,443.1,0.398753,1.000
0.7603,0.01484,5.837E+003,449.7,0.501004,1.000
0.7603,0.01545,5.788E+003,459.5,0.631225,1.000
0.7603,0.01641,5.712E+003,470.2,0.795192,1.000
0.7603,0.02039,5.609E+003,482.1,0.999822,1.000
0.7603,0.02418,5.484E+003,498.5,1.26052,1.000
0.7603,0.03389,5.318E+003,519.4,1.58651,1.000
0.7603,0.04489,5.108E+003,552.8,1.99767,1.000
0.7603,0.06153,4.842E+003,616.3,2.51660,1.000
0.7603,0.08667,4.473E+003,746.0,3.17006,1.000
0.7603,0.1205,3.872E+003,1.016E+003,4.00721,1.000
0.7603,0.1506,2.957E+003,1.413E+003,5.06202,1.000
0.7603,0.1682,2.043E+003,1.662E+003,6.35573,1.000
0.7603,0.1754,1.361E+003,1.719E+003,7.92402,1.000
0.7603,0.1815,917.2,1.578E+003,10.1157,1.000
0.7603,0.1824,683.4,1.417E+003,12.5193,1.000
0.7603,0.1910,534.8,1.267E+003,15.1793,1.000
0.7603,0.2054,390.2,1.083E+003,20.2177,1.000
0.7603,0.2187,303.8,940.6,25.7153,1.000
0.7603,0.2266,246.7,831.5,31.8311,1.000
0.7603,0.2339,202.1,729.5,39.8460,1.000
0.7603,0.2295,165.6,626.6,50.2549,1.000
0.7603,0.2104,129.5,522.8,63.4545,1.000
0.7603,0.1820,91.13,427.7,80.2634,1.000
0.7603,0.1616,64.71,353.5,102.392,1.000
0.7603,0.1474,48.98,302.3,126.644,1.000
0.7603,0.1379,37.02,258.1,158.446,1.000
0.7603,0.1224,35.99,219.2,199.519,1.000
0.7603,0.1138,34.81,211.8,199.998,1.000
