Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.7044,0.05644,1.090E+004,941.9,0.0999113,10.00
0.7044,0.02490,1.097E+004,921.6,0.100531,7.943
0.7044,5.590E-003,1.090E+004,890.2,0.0998329,6.310
0.7044,-1.030E-003,1.078E+004,855.5,0.100650,5.012
0.7044,-0.01073,1.064E+004,826.8,0.100170,3.981
0.7044,-0.02091,1.049E+004,805.9,0.100512,3.162
0.7044,-0.02872,1.035E+004,778.9,0.100258,2.512
0.7044,-0.03909,1.021E+004,769.7,0.100216,1.995
0.7044,-0.04693,1.008E+004,749.7,0.100501,1.585
0.7044,-0.05606,9.931E+003,739.6,0.100059,1.259
0.7044,-0.06619,9.800E+003,723.9,0.100493,1.000
0.7044,-0.07623,9.679E+003,714.7,0.0998929,0.7943
0.7044,-0.08592,9.546E+003,720.4,0.0999985,0.6310
0.7044,-0.09530,9.438E+003,717.5,0.100117,0.5012
0.7044,-0.1028,9.326E+003,707.4,0.100267,0.3981
0.7044,-0.1106,9.170E+003,694.0,0.0998905,0.3162
0.7044,-0.1183,9.063E+003,706.1,0.100392,0.2512
0.7044,-0.1237,9.035E+003,651.4,0.0999672,0.1995
0.7044,-0.1299,8.761E+003,583.1,0.0998046,0.1585
0.7044,-0.1361,9.622E+003,1.322E+003,0.0903953,0.1259
0.7044,-0.1457,8.187E+003,557.6,0.0792525,0.1000
0.7044,-0.1461,9.536E+003,499.9,0.0100818,1.000
0.7044,-0.1554,9.497E+003,568.8,0.0124282,1.000
0.7044,-0.1624,9.483E+003,589.1,0.0158090,1.000
0.7044,-0.1674,9.482E+003,634.1,0.0199932,1.000
0.7044,-0.1707,9.476E+003,655.7,0.0249310,1.000
0.7044,-0.1736,9.463E+003,650.1,0.0318197,1.000
0.7044,-0.1761,9.445E+003,643.6,0.0398429,1.000
0.7044,-0.1793,9.426E+003,646.9,0.0499198,1.000
0.7044,-0.1839,9.402E+003,647.7,0.0634346,1.000
0.7044,-0.1858,9.369E+003,643.7,0.0793394,1.000
0.7044,-0.1905,9.334E+003,642.4,0.0999920,1.000
0.7044,-0.1945,9.288E+003,642.4,0.126096,1.000
0.7044,-0.1954,9.227E+003,639.1,0.157756,1.000
0.7044,-0.2001,9.152E+003,637.0,0.199744,1.000
0.7044,-0.1998,9.064E+003,639.0,0.251287,1.000
0.7044,-0.2035,8.968E+003,643.6,0.315840,1.000
0.7044,-0.2051,8.870E+003,649.2,0.399208,1.000
0.7044,-0.2038,8.797E+003,660.1,0.500296,1.000
0.7044,-0.2017,8.731E+003,675.8,0.630787,1.000
0.7044,-0.1965,8.634E+003,694.7,0.795221,1.000
0.7044,-0.1877,8.488E+003,714.9,0.998674,1.000
0.7044,-0.1744,8.296E+003,740.9,1.25967,1.000
0.7044,-0.1522,8.068E+003,774.1,1.58562,1.000
0.7044,-0.1256,7.758E+003,817.0,1.99508,1.000
0.7044,-0.09034,7.381E+003,886.4,2.51349,1.000
0.7044,-0.04016,6.922E+003,1.016E+003,3.16510,1.000
0.7044,0.02219,6.290E+003,1.251E+003,3.99150,1.000
0.7044,0.08933,5.362E+003,1.678E+003,5.04548,1.000
0.7044,0.1445,4.030E+003,2.229E+003,6.36512,1.000
0.7044,0.1761,2.701E+003,2.476E+003,7.98842,1.000
0.7044,0.1959,1.729E+003,2.384E+003,10.0567,1.000
0.7044,0.2122,1.151E+003,2.132E+003,12.5788,1.000
0.7044,0.2233,775.0,1.820E+003,16.1590,1.000
0.7044,0.2357,576.9,1.592E+003,19.9839,1.000
0.7044,0.2691,434.3,1.368E+003,25.2149,1.000
0.7044,0.2999,418.3,1.142E+003,31.6181,1.000
0.7044,0.3166,327.3,995.2,39.8077,1.000
0.7044,0.3364,257.8,861.2,50.1157,1.000
0.7044,0.3339,199.1,735.2,63.0926,1.000
0.7044,0.3207,152.0,625.7,79.4270,1.000
0.7044,0.3028,114.0,531.0,99.9932,1.000
0.7044,0.2864,84.78,449.1,125.881,1.000
0.7044,0.2704,63.43,379.4,158.472,1.000
0.7044,0.2541,47.80,319.0,199.518,1.000
0.7044,0.2375,46.43,306.4,200.000,1.000
