X,Y,Value
1982,0,255
1983,0,255
1984,0,255
1985,0,255
1986,0,255
1987,0,255
1988,0,255
1989,0,255
1990,0,255
1991,0,255
1992,0,255
1993,0,255
2591,0,255
2592,0,255
2593,0,255
2594,0,255
2601,0,255
2606,0,255
2638,0,255
2639,0,255
2640,0,255
2641,0,255
2642,0,255
1968,1,255
1969,1,255
1970,1,255
1971,1,255
1972,1,255
1973,1,255
1974,1,255
1975,1,255
1976,1,255
1977,1,255
1978,1,255
1979,1,255
1980,1,255
1981,1,255
1982,1,255
1993,1,255
1994,1,255
1995,1,255
1996,1,255
1997,1,255
1998,1,255
1999,1,255
2000,1,255
2001,1,255
2002,1,255
2003,1,255
2004,1,255
2005,1,255
2006,1,255
2007,1,255
2008,1,255
2009,1,255
2010,1,255
2011,1,255
2012,1,255
2591,1,255
2594,1,255
2601,1,255
2602,1,255
2603,1,255
2606,1,255
2638,1,255
2642,1,255
2643,1,255
1960,2,255
1961,2,255
1962,2,255
1963,2,255
1964,2,255
1965,2,255
1966,2,255
1967,2,255
1968,2,255
2012,2,255
2013,2,255
2591,2,255
2592,2,255
2593,2,255
2594,2,255
2595,2,255
2596,2,255
2597,2,255
2598,2,255
2599,2,255
2600,2,255
2601,2,255
2602,2,255
2603,2,255
2604,2,255
2605,2,255
2606,2,255
2607,2,255
2608,2,255
2609,2,255
2610,2,255
2611,2,255
2612,2,255
2613,2,255
2614,2,255
2615,2,255
2616,2,255
2617,2,255
2618,2,255
2619,2,255
2620,2,255
2621,2,255
2622,2,255
2623,2,255
2624,2,255
2625,2,255
2638,2,255
2643,2,255
1955,3,255
1956,3,255
1957,3,255
1958,3,255
1959,3,255
1960,3,255
2013,3,255
2586,3,255
2587,3,255
2588,3,255
2589,3,255
2590,3,255
2591,3,255
2625,3,255
2626,3,255
2627,3,255
2628,3,255
2629,3,255
2630,3,255
2638,3,255
2639,3,255
2640,3,255
2641,3,255
2642,3,255
2643,3,255
1948,4,255
1949,4,255
1950,4,255
1951,4,255
1952,4,255
1953,4,255
1954,4,255
1955,4,255
2010,4,255
2011,4,255
2012,4,255
2013,4,255
2581,4,255
2582,4,255
2583,4,255
2584,4,255
2585,4,255
2586,4,255
2630,4,255
2631,4,255
2632,4,255
2633,4,255
2634,4,255
2635,4,255
2636,4,255
2637,4,255
2638,4,255
2639,4,255
2640,4,255
2641,4,255
2642,4,255
2643,4,255
2644,4,255
2645,4,255
2646,4,255
2647,4,255
2648,4,255
2649,4,255
2650,4,255
2651,4,255
2652,4,255
2653,4,255
2654,4,255
2655,4,255
2656,4,255
2657,4,255
2658,4,255
2659,4,255
1948,5,255
2009,5,255
2010,5,255
2011,5,255
2012,5,255
2013,5,255
2577,5,255
2578,5,255
2579,5,255
2580,5,255
2581,5,255
2659,5,255
1947,6,255
1948,6,255
1949,6,255
2013,6,255
2014,6,255
2015,6,255
2575,6,255
2576,6,255
2577,6,255
2656,6,255
2657,6,255
2658,6,255
2659,6,255
1934,7,255
1935,7,255
1936,7,255
1937,7,255
1938,7,255
1939,7,255
1940,7,255
1941,7,255
1942,7,255
1943,7,255
1944,7,255
1945,7,255
1946,7,255
1947,7,255
2015,7,255
2016,7,255
2017,7,255
2571,7,255
2572,7,255
2573,7,255
2574,7,255
2575,7,255
2659,7,255
2660,7,255
2661,7,255
94,8,255
95,8,255
96,8,255
129,8,255
130,8,255
131,8,255
132,8,255
133,8,255
210,8,255
211,8,255
