X,Y,Value
2191,4,255
2192,4,255
2193,4,255
2194,4,255
2195,4,255
2196,4,255
2458,4,255
2459,4,255
2460,4,255
2461,4,255
2462,4,255
2463,4,255
2464,4,255
2465,4,255
2466,4,255
2467,4,255
2468,4,255
2469,4,255
2470,4,255
2471,4,255
2472,4,255
2473,4,255
2474,4,255
2475,4,255
2476,4,255
2477,4,255
2478,4,255
2479,4,255
2480,4,255
2481,4,255
2498,4,255
2499,4,255
2500,4,255
2501,4,255
2502,4,255
2503,4,255
2504,4,255
2505,4,255
2506,4,255
2507,4,255
2508,4,255
2509,4,255
2510,4,255
2511,4,255
2616,4,255
2617,4,255
2618,4,255
2619,4,255
2620,4,255
2621,4,255
2622,4,255
2623,4,255
2189,5,255
2190,5,255
2191,5,255
2196,5,255
2197,5,255
2198,5,255
2199,5,255
2200,5,255
2201,5,255
2202,5,255
2203,5,255
2420,5,255
2421,5,255
2422,5,255
2423,5,255
2424,5,255
2425,5,255
2426,5,255
2427,5,255
2428,5,255
2429,5,255
2430,5,255
2431,5,255
2432,5,255
2433,5,255
2434,5,255
2435,5,255
2436,5,255
2437,5,255
2438,5,255
2439,5,255
2440,5,255
2441,5,255
2442,5,255
2443,5,255
2444,5,255
2445,5,255
2453,5,255
2454,5,255
2455,5,255
2456,5,255
2457,5,255
2458,5,255
2481,5,255
2482,5,255
2483,5,255
2484,5,255
2485,5,255
2489,5,255
2490,5,255
2491,5,255
2497,5,255
2498,5,255
2511,5,255
2512,5,255
2513,5,255
2514,5,255
2515,5,255
2516,5,255
2531,5,255
2532,5,255
2533,5,255
2590,5,255
2591,5,255
2592,5,255
2593,5,255
2602,5,255
2603,5,255
2604,5,255
2605,5,255
2606,5,255
2607,5,255
2608,5,255
2609,5,255
2610,5,255
2611,5,255
2612,5,255
2613,5,255
2614,5,255
2615,5,255
2616,5,255
2623,5,255
2624,5,255
2625,5,255
2626,5,255
2627,5,255
2628,5,255
2629,5,255
2189,6,255
2203,6,255
2356,6,255
2357,6,255
2358,6,255
2359,6,255
2411,6,255
2412,6,255
2413,6,255
2414,6,255
2415,6,255
2416,6,255
2417,6,255
2418,6,255
2419,6,255
2420,6,255
2445,6,255
2450,6,255
2451,6,255
2452,6,255
2453,6,255
2485,6,255
2486,6,255
2487,6,255
2488,6,255
2489,6,255
2491,6,255
2492,6,255
2493,6,255
2494,6,255
2495,6,255
2496,6,255
2497,6,255
2516,6,255
2531,6,255
2533,6,255
2552,6,255
2553,6,255
2554,6,255
2555,6,255
2556,6,255
2557,6,255
2558,6,255
2559,6,255
2590,6,255
2593,6,255
2601,6,255
2602,6,255
2629,6,255
419,7,255
420,7,255
421,7,255
422,7,255
423,7,255
424,7,255
425,7,255
426,7,255
442,7,255
443,7,255
444,7,255
445,7,255
446,7,255
447,7,255
2189,7,255
2190,7,255
2191,7,255
2192,7,255
2193,7,255
2194,7,255
2195,7,255
2196,7,255
2197,7,255
2198,7,255
2199,7,255
2200,7,255
2202,7,255
2203,7,255
2356,7,255
2359,7,255
2407,7,255
2408,7,255
2409,7,255
2410,7,255
2411,7,255
2444,7,255
2445,7,255
2449,7,255
2450,7,255
2515,7,255
2516,7,255
2517,7,255
2518,7,255
2519,7,255
2520,7,255
2521,7,255
2522,7,255
2523,7,255
2524,7,255
2525,7,255
2526,7,255
2527,7,255
2531,7,255
2532,7,255
2533,7,255
2537,7,255
2538,7,255
2539,7,255
2548,7,255
2549,7,255
2550,7,255
2551,7,255
2552,7,255
2559,7,255
2560,7,255
2590,7,255
2591,7,255
2592,7,255
2593,7,255
2595,7,255
2596,7,255
2597,7,255
2598,7,255
2599,7,255
2600,7,255
2601,7,255
2628,7,255
2629,7,255
2648,7,255
2649,7,255
2650,7,255
2651,7,255
2652,7,255
2653,7,255
2654,7,255
2655,7,255
2656,7,255
2681,7,255
2682,7,255
2683,7,255
2684,7,255
419,8,255
426,8,255
442,8,255
447,8,255
851,8,255
852,8,255
853,8,255
854,8,255
855,8,255
856,8,255
857,8,255
858,8,255
859,8,255
860,8,255
861,8,255
862,8,255
863,8,255
864,8,255
865,8,255
866,8,255
867,8,255
868,8,255
869,8,255
870,8,255
871,8,255
872,8,255
873,8,255
874,8,255
1287,8,255
1288,8,255
1289,8,255
1290,8,255
1291,8,255
1292,8,255
1293,8,255
1294,8,255
1295,8,255
1296,8,255
1297,8,255
1298,8,255
1299,8,255
1300,8,255
1301,8,255
1302,8,255
1303,8,255
1304,8,255
1305,8,255
1306,8,255
1307,8,255
1308,8,255
1309,8,255
1310,8,255
1311,8,255
1312,8,255
1313,8,255
1314,8,255
1315,8,255
1316,8,255
1869,8,255
1870,8,255
1871,8,255
1872,8,255
1873,8,255
2194,8,255
2195,8,255
2196,8,255
2197,8,255
2198,8,255
2199,8,255
2200,8,255
2201,8,255
2202,8,255
2203,8,255
2204,8,255
2205,8,255
2206,8,255
2207,8,255
2208,8,255
2209,8,255
2210,8,255
2211,8,255
2212,8,255
2213,8,255
2214,8,255
2215,8,255
2216,8,255
2217,8,255
2356,8,255
2357,8,255
2358,8,255
2359,8,255
2397,8,255
2398,8,255
2399,8,255
2400,8,255
2401,8,255
2402,8,255
2403,8,255
2404,8,255
2405,8,255
2406,8,255
2407,8,255
2443,8,255
2444,8,255
2445,8,255
2446,8,255
2447,8,255
2448,8,255
2449,8,255
2527,8,255
2528,8,255
2529,8,255
2530,8,255
2531,8,255
2532,8,255
2533,8,255
2534,8,255
2535,8,255
2536,8,255
2537,8,255
2539,8,255
2547,8,255
2548,8,255
2560,8,255
2561,8,255
2562,8,255
2563,8,255
2565,8,255
2566,8,255
2567,8,255
2568,8,255
2569,8,255
2570,8,255
2571,8,255
2572,8,255
2573,8,255
2574,8,255
2575,8,255
2576,8,255
2577,8,255
2578,8,255
2581,8,255
2582,8,255
2583,8,255
2584,8,255
2585,8,255
2586,8,255
2587,8,255
2588,8,255
2589,8,255
2590,8,255
2591,8,255
2594,8,255
2595,8,255
2623,8,255
2624,8,255
2625,8,255
2626,8,255
2627,8,255
2628,8,255
2629,8,255
2630,8,255
2638,8,255
2639,8,255
2640,8,255
2641,8,255
2642,8,255
2643,8,255
2644,8,255
2645,8,255
2646,8,255
2647,8,255
2648,8,255
2656,8,255
2657,8,255
2658,8,255
2659,8,255
2660,8,255
2661,8,255
2676,8,255
2677,8,255
2678,8,255
2679,8,255
2680,8,255
2681,8,255
2684,8,255
2685,8,255
2686,8,255
2687,8,255
2688,8,255
2689,8,255
2690,8,255
2691,8,255
64,9,255
65,9,255
66,9,255
67,9,255
68,9,255
69,9,255
70,9,255
71,9,255
72,9,255
73,9,255
74,9,255
75,9,255
76,9,255
77,9,255
78,9,255
79,9,255
80,9,255
81,9,255
82,9,255
83,9,255
84,9,255
85,9,255
86,9,255
87,9,255
419,9,255
420,9,255
421,9,255
422,9,255
423,9,255
424,9,255
425,9,255
426,9,255
442,9,255
443,9,255
446,9,255
447,9,255
848,9,255
849,9,255
850,9,255
851,9,255
874,9,255
875,9,255
876,9,255
877,9,255
880,9,255
881,9,255
882,9,255
883,9,255
884,9,255
885,9,255
886,9,255
887,9,255
888,9,255
889,9,255
890,9,255
1285,9,255
1286,9,255
1287,9,255
1316,9,255
1317,9,255
1318,9,255
1319,9,255
1849,9,255
1850,9,255
1851,9,255
1852,9,255
1853,9,255
1854,9,255
1855,9,255
1856,9,255
1857,9,255
1858,9,255
1859,9,255
1860,9,255
1861,9,255
1862,9,255
1867,9,255
1868,9,255
1869,9,255
1873,9,255
1881,9,255
1882,9,255
1883,9,255
1884,9,255
1893,9,255
1894,9,255
1895,9,255
1896,9,255
1897,9,255
1898,9,255
1965,9,255
1966,9,255
1967,9,255
1968,9,255
1969,9,255
1970,9,255
1971,9,255
1972,9,255
1973,9,255
1974,9,255
1975,9,255
2164,9,255
2165,9,255
2166,9,255
2167,9,255
2168,9,255
