X,Y,Value
2521,3,255
2522,3,255
2523,3,255
2524,3,255
2491,4,255
2492,4,255
2493,4,255
2494,4,255
2495,4,255
2496,4,255
2497,4,255
2498,4,255
2499,4,255
2500,4,255
2515,4,255
2516,4,255
2517,4,255
2518,4,255
2519,4,255
2520,4,255
2521,4,255
2524,4,255
2525,4,255
2491,5,255
2500,5,255
2509,5,255
2510,5,255
2511,5,255
2512,5,255
2515,5,255
2525,5,255
2574,5,255
2575,5,255
2576,5,255
2577,5,255
2578,5,255
2491,6,255
2492,6,255
2493,6,255
2494,6,255
2495,6,255
2496,6,255
2497,6,255
2498,6,255
2499,6,255
2500,6,255
2505,6,255
2506,6,255
2507,6,255
2508,6,255
2509,6,255
2512,6,255
2513,6,255
2514,6,255
2515,6,255
2516,6,255
2517,6,255
2518,6,255
2519,6,255
2520,6,255
2521,6,255
2522,6,255
2523,6,255
2524,6,255
2525,6,255
2526,6,255
2527,6,255
2528,6,255
2529,6,255
2530,6,255
2531,6,255
2532,6,255
2533,6,255
2534,6,255
2535,6,255
2536,6,255
2537,6,255
2538,6,255
2539,6,255
2564,6,255
2565,6,255
2566,6,255
2567,6,255
2568,6,255
2569,6,255
2570,6,255
2571,6,255
2572,6,255
2573,6,255
2574,6,255
2578,6,255
2579,6,255
2580,6,255
2587,6,255
2588,6,255
2589,6,255
2590,6,255
2591,6,255
2592,6,255
2593,6,255
2594,6,255
2595,6,255
2596,6,255
2488,7,255
2489,7,255
2490,7,255
2491,7,255
2492,7,255
2493,7,255
2494,7,255
2502,7,255
2503,7,255
2504,7,255
2505,7,255
2514,7,255
2517,7,255
2518,7,255
2519,7,255
2520,7,255
2521,7,255
2539,7,255
2562,7,255
2563,7,255
2564,7,255
2580,7,255
2587,7,255
2596,7,255
2482,8,255
2483,8,255
2484,8,255
2485,8,255
2486,8,255
2487,8,255
2488,8,255
2494,8,255
2495,8,255
2496,8,255
2497,8,255
2502,8,255
2514,8,255
2515,8,255
2516,8,255
2517,8,255
2538,8,255
2539,8,255
2551,8,255
2552,8,255
2553,8,255
2562,8,255
2580,8,255
2587,8,255
2588,8,255
2589,8,255
2590,8,255
2591,8,255
2592,8,255
2593,8,255
2594,8,255
2595,8,255
2596,8,255
241,9,255
242,9,255
243,9,255
330,9,255
331,9,255
332,9,255
333,9,255
334,9,255
349,9,255
350,9,255
351,9,255
352,9,255
2479,9,255
2480,9,255
2481,9,255
2482,9,255
2497,9,255
2500,9,255
2501,9,255
2502,9,255
2503,9,255
2504,9,255
2505,9,255
2506,9,255
2507,9,255
2508,9,255
2509,9,255
2510,9,255
2511,9,255
2512,9,255
2513,9,255
2514,9,255
2515,9,255
2538,9,255
2539,9,255
2540,9,255
2541,9,255
2542,9,255
2543,9,255
2544,9,255
2545,9,255
2546,9,255
2547,9,255
2548,9,255
2549,9,255
2550,9,255
2551,9,255
2553,9,255
2554,9,255
2555,9,255
2556,9,255
2562,9,255
2563,9,255
2580,9,255
2581,9,255
2585,9,255
2586,9,255
2587,9,255
2588,9,255
2589,9,255
2590,9,255
2591,9,255
2592,9,255
2593,9,255
2594,9,255
2595,9,255
2596,9,255
2597,9,255
240,10,255
241,10,255
243,10,255
244,10,255
245,10,255
246,10,255
247,10,255
248,10,255
330,10,255
334,10,255
335,10,255
348,10,255
349,10,255
352,10,255
353,10,255
354,10,255
355,10,255
356,10,255
357,10,255
358,10,255
359,10,255
360,10,255
361,10,255
362,10,255
363,10,255
364,10,255
365,10,255
366,10,255
367,10,255
368,10,255
369,10,255
370,10,255
371,10,255
2478,10,255
2479,10,255
2497,10,255
2500,10,255
2507,10,255
2513,10,255
2514,10,255
2515,10,255
2516,10,255
2517,10,255
2540,10,255
2556,10,255
2557,10,255
2558,10,255
2559,10,255
2560,10,255
2563,10,255
2564,10,255
2565,10,255
2566,10,255
2567,10,255
2568,10,255
2569,10,255
2570,10,255
2571,10,255
2581,10,255
2582,10,255
2583,10,255
2584,10,255
2585,10,255
2597,10,255
2598,10,255
2599,10,255
2603,10,255
2604,10,255
2605,10,255
2606,10,255
2607,10,255
2608,10,255
2609,10,255
2610,10,255
2611,10,255
2612,10,255
2613,10,255
2614,10,255
2615,10,255
150,11,255
151,11,255
152,11,255
161,11,255
162,11,255
163,11,255
164,11,255
165,11,255
166,11,255
167,11,255
180,11,255
181,11,255
182,11,255
183,11,255
197,11,255
198,11,255
199,11,255
200,11,255
201,11,255
202,11,255
240,11,255
248,11,255
287,11,255
288,11,255
289,11,255
290,11,255
291,11,255
292,11,255
319,11,255
320,11,255
321,11,255
330,11,255
335,11,255
348,11,255
361,11,255
362,11,255
371,11,255
2467,11,255
2468,11,255
2469,11,255
2470,11,255
2471,11,255
2472,11,255
2473,11,255
2474,11,255
2475,11,255
2476,11,255
2477,11,255
2478,11,255
2494,11,255
2495,11,255
2496,11,255
2497,11,255
2500,11,255
2501,11,255
2502,11,255
2507,11,255
2510,11,255
2511,11,255
2512,11,255
2513,11,255
2560,11,255
2561,11,255
2562,11,255
2566,11,255
2567,11,255
2568,11,255
2599,11,255
2600,11,255
2601,11,255
2602,11,255
2603,11,255
2615,11,255
2616,11,255
2617,11,255
2618,11,255
2619,11,255
2620,11,255
112,12,255
113,12,255
114,12,255
115,12,255
116,12,255
117,12,255
118,12,255
138,12,255
139,12,255
140,12,255
141,12,255
142,12,255
143,12,255
144,12,255
145,12,255
146,12,255
147,12,255
148,12,255
149,12,255
150,12,255
152,12,255
153,12,255
154,12,255
155,12,255
156,12,255
161,12,255
167,12,255
179,12,255
180,12,255
183,12,255
184,12,255
190,12,255
191,12,255
192,12,255
193,12,255
194,12,255
195,12,255
196,12,255
197,12,255
202,12,255
203,12,255
204,12,255
205,12,255
206,12,255
207,12,255
238,12,255
239,12,255
240,12,255
247,12,255
248,12,255
275,12,255
276,12,255
277,12,255
278,12,255
279,12,255
280,12,255
281,12,255
282,12,255
283,12,255
284,12,255
285,12,255
286,12,255
287,12,255
292,12,255
293,12,255
317,12,255
318,12,255
319,12,255
321,12,255
322,12,255
323,12,255
324,12,255
325,12,255
328,12,255
329,12,255
330,12,255
331,12,255
334,12,255
335,12,255
348,12,255
349,12,255
350,12,255
351,12,255
352,12,255
353,12,255
354,12,255
355,12,255
356,12,255
357,12,255
358,12,255
359,12,255
360,12,255
361,12,255
362,12,255
363,12,255
364,12,255
365,12,255
366,12,255
367,12,255
368,12,255
369,12,255
370,12,255
371,12,255
900,12,255
901,12,255
902,12,255
903,12,255
904,12,255
905,12,255
906,12,255
907,12,255
908,12,255
2467,12,255
2497,12,255
2498,12,255
2499,12,255
2500,12,255
2501,12,255
2502,12,255
2503,12,255
2504,12,255
2505,12,255
2506,12,255
2507,12,255
2508,12,255
2509,12,255
2510,12,255
2562,12,255
2563,12,255
2564,12,255
2565,12,255
2566,12,255
2620,12,255
2621,12,255
2622,12,255
2623,12,255
2624,12,255
108,13,255
109,13,255
110,13,255
111,13,255
112,13,255
118,13,255
138,13,255
156,13,255
157,13,255
158,13,255
159,13,255
160,13,255
161,13,255
162,13,255
165,13,255
166,13,255
167,13,255
172,13,255
173,13,255
174,13,255
175,13,255
176,13,255
177,13,255
178,13,255
179,13,255
184,13,255
185,13,255
186,13,255
187,13,255
188,13,255
189,13,255
190,13,255
207,13,255
208,13,255
209,13,255
210,13,255
211,13,255
212,13,255
213,13,255
214,13,255
215,13,255
216,13,255
217,13,255
218,13,255
219,13,255
220,13,255
221,13,255
222,13,255
223,13,255
224,13,255
236,13,255
237,13,255
238,13,255
247,13,255
248,13,255
249,13,255
250,13,255
251,13,255
252,13,255
274,13,255
275,13,255
293,13,255
317,13,255
325,13,255
326,13,255
327,13,255
328,13,255
335,13,255
336,13,255
366,13,255
367,13,255
368,13,255
369,13,255
900,13,255
908,13,255
909,13,255
910,13,255
951,13,255
952,13,255
953,13,255
954,13,255
955,13,255
1537,13,255
1538,13,255
1539,13,255
1540,13,255
1541,13,255
1542,13,255
1543,13,255
1544,13,255
1545,13,255
1546,13,255
1547,13,255
1548,13,255
1549,13,255
1550,13,255
1551,13,255
1552,13,255
1553,13,255
1554,13,255
1555,13,255
1556,13,255
1557,13,255
1558,13,255
1559,13,255
1560,13,255
1561,13,255
1562,13,255
1563,13,255
1564,13,255
2467,13,255
2624,13,255
108,14,255
117,14,255
118,14,255
136,14,255
137,14,255
138,14,255
165,14,255
166,14,255
167,14,255
168,14,255
169,14,255
170,14,255
171,14,255
172,14,255
224,14,255
225,14,255
226,14,255
227,14,255
228,14,255
229,14,255
230,14,255
231,14,255
232,14,255
233,14,255
234,14,255
236,14,255
252,14,255
253,14,255
254,14,255
255,14,255
256,14,255
257,14,255
258,14,255
259,14,255
260,14,255
261,14,255
262,14,255
263,14,255
272,14,255
273,14,255
274,14,255
293,14,255
294,14,255
306,14,255
307,14,255
308,14,255
309,14,255
310,14,255
311,14,255
312,14,255
313,14,255
314,14,255
315,14,255
316,14,255
317,14,255
336,14,255
337,14,255
359,14,255
360,14,255
361,14,255
362,14,255
363,14,255
364,14,255
365,14,255
366,14,255
369,14,255
370,14,255
371,14,255
372,14,255
535,14,255
536,14,255
537,14,255
538,14,255
539,14,255
540,14,255
541,14,255
542,14,255
543,14,255
544,14,255
545,14,255
546,14,255
547,14,255
548,14,255
549,14,255
900,14,255
901,14,255
902,14,255
910,14,255
951,14,255
955,14,255
1514,14,255
1515,14,255
1516,14,255
1517,14,255
1518,14,255
1519,14,255
1520,14,255
1521,14,255
1531,14,255
1532,14,255
1533,14,255
1534,14,255
1535,14,255
1536,14,255
1537,14,255
1564,14,255
1565,14,255
1566,14,255
1567,14,255
1720,14,255
1721,14,255
1722,14,255
1723,14,255
1724,14,255
1725,14,255
1726,14,255
1727,14,255
1728,14,255
1729,14,255
1730,14,255
1731,14,255
1732,14,255
1733,14,255
1734,14,255
1735,14,255
1736,14,255
1737,14,255
1738,14,255
1739,14,255
1740,14,255
1741,14,255
1742,14,255
1743,14,255
1744,14,255
1745,14,255
2467,14,255
2622,14,255
2623,14,255
2624,14,255
108,15,255
109,15,255
110,15,255
111,15,255
112,15,255
113,15,255
114,15,255
115,15,255
116,15,255
117,15,255
120,15,255
121,15,255
122,15,255
123,15,255
124,15,255
131,15,255
132,15,255
133,15,255
134,15,255
135,15,255
136,15,255
234,15,255
235,15,255
236,15,255
237,15,255
263,15,255
264,15,255
265,15,255
266,15,255
267,15,255
268,15,255
269,15,255
270,15,255
271,15,255
272,15,255
294,15,255
295,15,255
296,15,255
297,15,255
306,15,255
337,15,255
355,15,255
356,15,255
357,15,255
358,15,255
359,15,255
372,15,255
373,15,255
374,15,255
375,15,255
376,15,255
499,15,255
500,15,255
501,15,255
502,15,255
503,15,255
504,15,255
505,15,255
506,15,255
529,15,255
530,15,255
531,15,255
532,15,255
533,15,255
534,15,255
535,15,255
549,15,255
550,15,255
595,15,255
596,15,255
597,15,255
598,15,255
599,15,255
902,15,255
903,15,255
904,15,255
905,15,255
906,15,255
907,15,255
908,15,255
909,15,255
910,15,255
919,15,255
920,15,255
921,15,255
922,15,255
923,15,255
924,15,255
925,15,255
926,15,255
927,15,255
928,15,255
929,15,255
930,15,255
931,15,255
932,15,255
933,15,255
934,15,255
935,15,255
936,15,255
951,15,255
952,15,255
953,15,255
954,15,255
955,15,255
1509,15,255
1510,15,255
1511,15,255
1512,15,255
1513,15,255
1514,15,255
1521,15,255
1522,15,255
1523,15,255
1524,15,255
1525,15,255
1526,15,255
1527,15,255
1528,15,255
1529,15,255
1530,15,255
1531,15,255
1567,15,255
1568,15,255
1707,15,255
1708,15,255
1709,15,255
1710,15,255
1711,15,255
1712,15,255
1713,15,255
1714,15,255
1715,15,255
1716,15,255
1717,15,255
1718,15,255
1719,15,255
1720,15,255
1745,15,255
1746,15,255
1747,15,255
1748,15,255
1749,15,255
1750,15,255
1751,15,255
1752,15,255
1753,15,255
2460,15,255
2461,15,255
2462,15,255
2463,15,255
2464,15,255
2465,15,255
2466,15,255
2467,15,255
2468,15,255
2469,15,255
2614,15,255
2615,15,255
2616,15,255
2617,15,255
2618,15,255
2619,15,255
2620,15,255
2621,15,255
2622,15,255
96,16,255
97,16,255
98,16,255
99,16,255
119,16,255
120,16,255
124,16,255
125,16,255
126,16,255
127,16,255
128,16,255
129,16,255
130,16,255
131,16,255
259,16,255
260,16,255
261,16,255
262,16,255
263,16,255
264,16,255
297,16,255
298,16,255
299,16,255
300,16,255
301,16,255
302,16,255
303,16,255
304,16,255
305,16,255
306,16,255
307,16,255
337,16,255
338,16,255
355,16,255
376,16,255
377,16,255
378,16,255
379,16,255
380,16,255
381,16,255
382,16,255
383,16,255
384,16,255
385,16,255
386,16,255
387,16,255
388,16,255
389,16,255
499,16,255
506,16,255
507,16,255
508,16,255
509,16,255
519,16,255
520,16,255
521,16,255
522,16,255
523,16,255
524,16,255
525,16,255
526,16,255
527,16,255
528,16,255
529,16,255
534,16,255
535,16,255
536,16,255
537,16,255
550,16,255
558,16,255
559,16,255
560,16,255
561,16,255
562,16,255
563,16,255
564,16,255
565,16,255
566,16,255
567,16,255
568,16,255
569,16,255
570,16,255
571,16,255
572,16,255
573,16,255
593,16,255
594,16,255
595,16,255
599,16,255
600,16,255
897,16,255
898,16,255
899,16,255
900,16,255
901,16,255
902,16,255
903,16,255
904,16,255
905,16,255
917,16,255
918,16,255
919,16,255
936,16,255
942,16,255
943,16,255
944,16,255
945,16,255
946,16,255
947,16,255
948,16,255
949,16,255
950,16,255
955,16,255
956,16,255
957,16,255
958,16,255
959,16,255
968,16,255
969,16,255
970,16,255
971,16,255
972,16,255
973,16,255
974,16,255
975,16,255
976,16,255
977,16,255
978,16,255
979,16,255
980,16,255
981,16,255
982,16,255
983,16,255
984,16,255
1509,16,255
1568,16,255
1569,16,255
1570,16,255
1571,16,255
1572,16,255
1573,16,255
1699,16,255
1700,16,255
1701,16,255
1702,16,255
1703,16,255
1704,16,255
1705,16,255
1706,16,255
1707,16,255
1753,16,255
1754,16,255
1755,16,255
1756,16,255
1757,16,255
1758,16,255
1767,16,255
1768,16,255
1769,16,255
1770,16,255
1771,16,255
1772,16,255
1773,16,255
1774,16,255
1775,16,255
1776,16,255
1777,16,255
1967,16,255
1968,16,255
1969,16,255
1970,16,255
1971,16,255
1972,16,255
1973,16,255
1974,16,255
1975,16,255
1976,16,255
1977,16,255
1978,16,255
1979,16,255
2458,16,255
2459,16,255
2460,16,255
2615,16,255
2616,16,255
96,17,255
99,17,255
102,17,255
103,17,255
104,17,255
118,17,255
119,17,255
338,17,255
339,17,255
340,17,255
341,17,255
342,17,255
343,17,255
344,17,255
345,17,255
346,17,255
355,17,255
356,17,255
389,17,255
390,17,255
391,17,255
392,17,255
393,17,255
394,17,255
499,17,255
500,17,255
501,17,255
502,17,255
503,17,255
504,17,255
509,17,255
510,17,255
511,17,255
512,17,255
513,17,255
514,17,255
515,17,255
516,17,255
517,17,255
518,17,255
519,17,255
534,17,255
537,17,255
538,17,255
539,17,255
540,17,255
541,17,255
542,17,255
543,17,255
544,17,255
