X,Y,Value
722,13,255
723,13,255
724,13,255
725,13,255
726,13,255
727,13,255
728,13,255
729,13,255
730,13,255
731,13,255
732,13,255
733,13,255
734,13,255
735,13,255
736,13,255
737,13,255
738,13,255
739,13,255
740,13,255
741,13,255
742,13,255
743,13,255
744,13,255
745,13,255
746,13,255
747,13,255
712,14,255
713,14,255
714,14,255
715,14,255
716,14,255
717,14,255
718,14,255
719,14,255
720,14,255
721,14,255
722,14,255
747,14,255
748,14,255
749,14,255
750,14,255
751,14,255
752,14,255
753,14,255
754,14,255
755,14,255
756,14,255
757,14,255
758,14,255
708,15,255
709,15,255
710,15,255
711,15,255
712,15,255
758,15,255
759,15,255
760,15,255
1818,15,255
1819,15,255
1820,15,255
1821,15,255
1822,15,255
1823,15,255
1824,15,255
1825,15,255
1826,15,255
1827,15,255
1828,15,255
1829,15,255
1830,15,255
1831,15,255
1832,15,255
1833,15,255
1834,15,255
1835,15,255
1836,15,255
1837,15,255
1838,15,255
1839,15,255
1840,15,255
1841,15,255
1842,15,255
708,16,255
760,16,255
1795,16,255
1796,16,255
1797,16,255
1798,16,255
1799,16,255
1800,16,255
1801,16,255
1802,16,255
1803,16,255
1804,16,255
1805,16,255
1806,16,255
1807,16,255
1808,16,255
1809,16,255
1810,16,255
1811,16,255
1812,16,255
1813,16,255
1814,16,255
1815,16,255
1816,16,255
1817,16,255
1818,16,255
1833,16,255
1834,16,255
1842,16,255
1843,16,255
1844,16,255
1845,16,255
1846,16,255
1847,16,255
2749,16,255
2750,16,255
2751,16,255
2752,16,255
2753,16,255
2854,16,255
2855,16,255
2856,16,255
2857,16,255
2858,16,255
2859,16,255
2860,16,255
2861,16,255
2862,16,255
2863,16,255
2864,16,255
2865,16,255
2866,16,255
2867,16,255
2868,16,255
2869,16,255
2870,16,255
2871,16,255
2872,16,255
2873,16,255
2874,16,255
2875,16,255
2876,16,255
2877,16,255
2878,16,255
2879,16,255
2909,16,255
2910,16,255
2911,16,255
2912,16,255
2913,16,255
2914,16,255
2915,16,255
2916,16,255
2917,16,255
2918,16,255
2919,16,255
2920,16,255
2921,16,255
2922,16,255
2923,16,255
2924,16,255
2925,16,255
2926,16,255
2927,16,255
2928,16,255
2929,16,255
2930,16,255
706,17,255
707,17,255
708,17,255
709,17,255
710,17,255
757,17,255
758,17,255
759,17,255
760,17,255
761,17,255
1790,17,255
1791,17,255
1792,17,255
1793,17,255
1794,17,255
1795,17,255
1847,17,255
1848,17,255
2726,17,255
2727,17,255
2728,17,255
2729,17,255
2730,17,255
2731,17,255
2732,17,255
2733,17,255
2734,17,255
2735,17,255
2736,17,255
2737,17,255
2738,17,255
2739,17,255
2740,17,255
2741,17,255
2742,17,255
2743,17,255
2744,17,255
2745,17,255
2746,17,255
2747,17,255
2748,17,255
2749,17,255
2753,17,255
2754,17,255
2755,17,255
2756,17,255
2757,17,255
2758,17,255
2759,17,255
2760,17,255
2761,17,255
2835,17,255
2836,17,255
2837,17,255
2838,17,255
2839,17,255
2840,17,255
2841,17,255
2842,17,255
2843,17,255
2844,17,255
2845,17,255
2846,17,255
2847,17,255
2848,17,255
2849,17,255
2850,17,255
2851,17,255
2852,17,255
2853,17,255
2854,17,255
2879,17,255
2880,17,255
2881,17,255
2882,17,255
2883,17,255
2884,17,255
2885,17,255
2886,17,255
2887,17,255
2888,17,255
2889,17,255
2890,17,255
2891,17,255
2892,17,255
2893,17,255
2894,17,255
2895,17,255
2896,17,255
2897,17,255
2898,17,255
2899,17,255
2900,17,255
2901,17,255
2902,17,255
2903,17,255
2904,17,255
2905,17,255
2906,17,255
2907,17,255
2908,17,255
2909,17,255
2930,17,255
2931,17,255
2932,17,255
2933,17,255
2934,17,255
2935,17,255
2936,17,255
706,18,255
761,18,255
1788,18,255
1789,18,255
1790,18,255
1848,18,255
1849,18,255
2708,18,255
2709,18,255
2710,18,255
2711,18,255
2712,18,255
2713,18,255
2714,18,255
2715,18,255
2716,18,255
2717,18,255
2718,18,255
2719,18,255
2720,18,255
2721,18,255
2722,18,255
2723,18,255
2724,18,255
2725,18,255
2726,18,255
2761,18,255
2762,18,255
2763,18,255
2764,18,255
2765,18,255
2766,18,255
2767,18,255
2768,18,255
2769,18,255
2770,18,255
2771,18,255
