X,Y,Value
2567,3,255
2568,3,255
2569,3,255
2570,3,255
2571,3,255
2572,3,255
2573,3,255
2574,3,255
2575,3,255
2576,3,255
2577,3,255
2578,3,255
2579,3,255
2580,3,255
2581,3,255
2582,3,255
2583,3,255
2584,3,255
2585,3,255
2586,3,255
2587,3,255
2588,3,255
2589,3,255
2590,3,255
2591,3,255
2592,3,255
2593,3,255
2594,3,255
2595,3,255
2596,3,255
2597,3,255
2598,3,255
2599,3,255
2600,3,255
2601,3,255
2602,3,255
2603,3,255
2604,3,255
2605,3,255
2606,3,255
2607,3,255
2608,3,255
2609,3,255
2610,3,255
2611,3,255
2612,3,255
2613,3,255
2614,3,255
2615,3,255
2616,3,255
2617,3,255
2624,3,255
2625,3,255
2626,3,255
2627,3,255
2628,3,255
2629,3,255
2550,4,255
2551,4,255
2552,4,255
2553,4,255
2554,4,255
2555,4,255
2556,4,255
2557,4,255
2558,4,255
2559,4,255
2560,4,255
2564,4,255
2565,4,255
2566,4,255
2567,4,255
2601,4,255
2617,4,255
2618,4,255
2619,4,255
2620,4,255
2621,4,255
2622,4,255
2623,4,255
2624,4,255
2629,4,255
2523,5,255
2524,5,255
2525,5,255
2526,5,255
2527,5,255
2528,5,255
2529,5,255
2530,5,255
2531,5,255
2550,5,255
2560,5,255
2561,5,255
2562,5,255
2563,5,255
2564,5,255
2628,5,255
2629,5,255
2523,6,255
2531,6,255
2532,6,255
2533,6,255
2534,6,255
2535,6,255
2536,6,255
2537,6,255
2538,6,255
2550,6,255
2560,6,255
2623,6,255
2624,6,255
2625,6,255
2626,6,255
2627,6,255
2628,6,255
2636,6,255
2637,6,255
2638,6,255
2639,6,255
2640,6,255
2641,6,255
2523,7,255
2538,7,255
2544,7,255
2545,7,255
2546,7,255
2547,7,255
2548,7,255
2549,7,255
2550,7,255
2551,7,255
2552,7,255
2553,7,255
2554,7,255
2624,7,255
2625,7,255
2626,7,255
2627,7,255
2628,7,255
2629,7,255
2630,7,255
2631,7,255
2634,7,255
2635,7,255
2636,7,255
2641,7,255
2642,7,255
2643,7,255
2644,7,255
2645,7,255
2646,7,255
2523,8,255
2524,8,255
2525,8,255
2526,8,255
2527,8,255
2537,8,255
2538,8,255
2539,8,255
2540,8,255
2541,8,255
2542,8,255
2543,8,255
2544,8,255
2631,8,255
2634,8,255
2646,8,255
2515,9,255
2516,9,255
2517,9,255
2518,9,255
2519,9,255
2520,9,255
2521,9,255
2522,9,255
2525,9,255
2526,9,255
2527,9,255
2630,9,255
2631,9,255
2632,9,255
2633,9,255
2634,9,255
2635,9,255
2636,9,255
2637,9,255
2638,9,255
2639,9,255
2640,9,255
2641,9,255
2642,9,255
2643,9,255
2644,9,255
2645,9,255
2646,9,255
169,10,255
170,10,255
171,10,255
172,10,255
173,10,255
224,10,255
225,10,255
226,10,255
227,10,255
228,10,255
229,10,255
230,10,255
231,10,255
2515,10,255
2522,10,255
2523,10,255
2524,10,255
2525,10,255
2634,10,255
2635,10,255
2636,10,255
2637,10,255
2638,10,255
2639,10,255
2640,10,255
2641,10,255
2642,10,255
2643,10,255
2644,10,255
2645,10,255
2646,10,255
2647,10,255
2648,10,255
2649,10,255
2650,10,255
2651,10,255
2652,10,255
2653,10,255
2654,10,255
169,11,255
173,11,255
174,11,255
198,11,255
199,11,255
200,11,255
201,11,255
202,11,255
203,11,255
224,11,255
231,11,255
309,11,255
310,11,255
311,11,255
312,11,255
318,11,255
319,11,255
320,11,255
321,11,255
322,11,255
323,11,255
324,11,255
2515,11,255
2516,11,255
2654,11,255
2655,11,255
2656,11,255
2657,11,255
2658,11,255
162,12,255
163,12,255
164,12,255
165,12,255
166,12,255
167,12,255
168,12,255
169,12,255
174,12,255
175,12,255
198,12,255
203,12,255
204,12,255
224,12,255
225,12,255
226,12,255
227,12,255
228,12,255
229,12,255
230,12,255
231,12,255
253,12,255
254,12,255
255,12,255
256,12,255
