Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.1669,0.03655,78.47,7.108,0.100336,10.00
0.1669,0.02787,55.96,7.743,0.100572,7.943
0.1669,0.02296,41.78,7.821,0.100687,6.310
0.1669,0.01819,32.44,7.746,0.101275,5.012
0.1669,0.01593,26.24,7.554,0.100187,3.981
0.1669,0.01449,21.96,7.391,0.100250,3.162
0.1669,0.01200,18.90,7.124,0.100339,2.512
0.1669,0.01081,16.64,6.758,0.101931,1.995
0.1669,9.277E-003,14.85,6.245,0.101204,1.585
0.1669,8.444E-003,13.48,6.204,0.100375,1.259
0.1669,7.178E-003,12.41,5.942,0.101798,1.000
0.1669,6.894E-003,11.42,5.700,0.100681,0.7943
0.1669,7.532E-003,10.32,5.298,0.0997008,0.6310
0.1669,6.718E-003,9.769,5.079,0.100862,0.5012
0.1669,5.835E-003,8.687,4.858,0.100957,0.3981
0.1669,4.560E-003,7.663,4.401,0.100273,0.3162
0.1669,3.628E-003,7.704,4.597,0.100537,0.2512
0.1669,4.374E-003,6.846,4.192,0.0932985,0.1995
0.1669,3.687E-003,5.662,3.962,0.0841285,0.1585
0.1669,3.364E-003,6.211,2.695,0.0730325,0.1259
0.1669,2.432E-003,4.731,3.415,0.0668512,0.1000
0.1669,2.363E-003,13.04,8.321,1.71349E-003,1.000
0.1669,1.873E-003,13.19,6.293,0.0119474,1.000
0.1669,2.432E-003,13.23,6.105,0.0150655,1.000
0.1669,1.706E-003,11.79,4.743,0.0205133,1.000
0.1669,2.138E-003,12.96,6.110,0.0251144,1.000
0.1669,1.177E-003,12.53,5.802,0.0321314,1.000
0.1669,8.041E-004,12.30,5.808,0.0407953,1.000
0.1669,6.374E-004,12.80,6.026,0.0511374,1.000
0.1669,9.512E-004,12.54,5.869,0.0645239,1.000
0.1669,6.570E-004,12.54,5.924,0.0788101,1.000
0.1669,1.373E-004,12.63,5.996,0.100722,1.000
0.1669,1.765E-004,12.69,5.968,0.126719,1.000
0.1669,-2.648E-004,12.68,6.004,0.160054,1.000
0.1669,-6.472E-004,12.65,6.010,0.200896,1.000
0.1669,5.884E-005,12.69,5.978,0.252138,1.000
0.1669,-7.845E-004,12.70,6.024,0.317302,1.000
0.1669,7.257E-004,12.73,6.090,0.401967,1.000
0.1669,4.903E-004,12.79,6.105,0.502482,1.000
0.1669,7.453E-004,12.83,6.143,0.634418,1.000
0.1669,5.884E-004,12.89,6.166,0.795361,1.000
0.1669,2.648E-004,12.95,6.235,0.998541,1.000
0.1669,5.492E-004,13.02,6.290,1.25958,1.000
0.1669,1.481E-003,13.07,6.344,1.58595,1.000
0.1669,5.394E-004,13.09,6.385,1.99666,1.000
0.1669,1.118E-003,13.09,6.406,2.51167,1.000
0.1669,1.893E-003,13.05,6.400,3.16341,1.000
0.1669,1.765E-003,12.97,6.379,3.98042,1.000
0.1669,5.884E-004,12.88,6.341,5.01236,1.000
0.1669,5.786E-004,12.79,6.331,6.31000,1.000
0.1669,-1.079E-004,12.68,6.322,7.94391,1.000
0.1669,5.394E-004,12.55,6.296,10.0011,1.000
0.1669,7.747E-004,12.38,6.268,12.5881,1.000
0.1669,3.530E-004,12.18,6.236,15.8569,1.000
0.1669,1.098E-003,11.93,6.197,19.9578,1.000
0.1669,7.159E-004,11.63,6.150,25.1346,1.000
0.1669,2.216E-003,11.27,6.099,31.6298,1.000
0.1669,1.510E-003,10.83,6.040,39.8215,1.000
0.1669,1.285E-003,10.29,5.971,50.1500,1.000
0.1669,7.159E-004,9.660,5.884,63.1193,1.000
0.1669,9.120E-004,8.930,5.776,79.4677,1.000
0.1669,6.669E-004,8.121,5.636,100.041,1.000
0.1669,1.618E-003,7.265,5.451,125.962,1.000
0.1669,2.285E-003,6.403,5.216,158.542,1.000
0.1669,1.736E-003,5.576,4.932,199.590,1.000
0.1669,2.108E-003,5.533,4.912,200.023,1.000
