X,Y,Value
201,257,255
202,257,255
203,257,255
204,257,255
205,257,255
206,257,255
207,257,255
208,257,255
209,257,255
210,257,255
211,257,255
212,257,255
213,257,255
214,257,255
215,257,255
216,257,255
217,257,255
218,257,255
219,257,255
220,257,255
221,257,255
222,257,255
223,257,255
224,257,255
225,257,255
226,257,255
227,257,255
228,257,255
229,257,255
230,257,255
231,257,255
232,257,255
233,257,255
234,257,255
235,257,255
236,257,255
237,257,255
238,257,255
239,257,255
240,257,255
241,257,255
242,257,255
243,257,255
244,257,255
245,257,255
246,257,255
247,257,255
248,257,255
249,257,255
250,257,255
251,257,255
252,257,255
253,257,255
254,257,255
255,257,255
256,257,255
257,257,255
258,257,255
259,257,255
260,257,255
261,257,255
262,257,255
263,257,255
186,258,255
187,258,255
188,258,255
189,258,255
190,258,255
191,258,255
192,258,255
193,258,255
194,258,255
195,258,255
196,258,255
197,258,255
198,258,255
199,258,255
200,258,255
201,258,255
263,258,255
264,258,255
265,258,255
266,258,255
267,258,255
268,258,255
269,258,255
270,258,255
271,258,255
272,258,255
273,258,255
274,258,255
275,258,255
276,258,255
277,258,255
278,258,255
279,258,255
280,258,255
281,258,255
282,258,255
283,258,255
284,258,255
285,258,255
286,258,255
287,258,255
288,258,255
289,258,255
290,258,255
291,258,255
292,258,255
293,258,255
299,258,255
300,258,255
301,258,255
302,258,255
303,258,255
304,258,255
305,258,255
306,258,255
307,258,255
308,258,255
309,258,255
310,258,255
361,258,255
362,258,255
363,258,255
364,258,255
365,258,255
366,258,255
367,258,255
368,258,255
369,258,255
370,258,255
371,258,255
372,258,255
373,258,255
374,258,255
375,258,255
376,258,255
377,258,255
378,258,255
379,258,255
380,258,255
381,258,255
382,258,255
383,258,255
384,258,255
385,258,255
386,258,255
387,258,255
388,258,255
389,258,255
390,258,255
391,258,255
392,258,255
393,258,255
394,258,255
395,258,255
396,258,255
397,258,255
398,258,255
399,258,255
400,258,255
401,258,255
402,258,255
403,258,255
404,258,255
405,258,255
406,258,255
407,258,255
408,258,255
409,258,255
410,258,255
411,258,255
412,258,255
413,258,255
414,258,255
415,258,255
416,258,255
417,258,255
418,258,255
419,258,255
420,258,255
421,258,255
120,259,255
121,259,255
122,259,255
123,259,255
124,259,255
125,259,255
126,259,255
127,259,255
128,259,255
129,259,255
130,259,255
131,259,255
140,259,255
141,259,255
142,259,255
143,259,255
144,259,255
145,259,255
146,259,255
147,259,255
148,259,255
149,259,255
150,259,255
151,259,255
152,259,255
153,259,255
184,259,255
185,259,255
186,259,255
293,259,255
294,259,255
295,259,255
296,259,255
297,259,255
298,259,255
299,259,255
310,259,255
311,259,255
312,259,255
358,259,255
359,259,255
360,259,255
361,259,255
421,259,255
422,259,255
423,259,255
424,259,255
425,259,255
426,259,255
427,259,255
475,259,255
476,259,255
477,259,255
478,259,255
479,259,255
480,259,255
481,259,255
482,259,255
483,259,255
484,259,255
485,259,255
486,259,255
487,259,255
488,259,255
489,259,255
490,259,255
491,259,255
492,259,255
493,259,255
494,259,255
495,259,255
496,259,255
497,259,255
498,259,255
499,259,255
500,259,255
501,259,255
578,259,255
579,259,255
580,259,255
581,259,255
582,259,255
583,259,255
584,259,255
585,259,255
586,259,255
587,259,255
588,259,255
589,259,255
590,259,255
591,259,255
592,259,255
593,259,255
594,259,255
595,259,255
596,259,255
597,259,255
598,259,255
599,259,255
600,259,255
601,259,255
602,259,255
603,259,255
604,259,255
605,259,255
606,259,255
607,259,255
608,259,255
609,259,255
610,259,255
611,259,255
612,259,255
613,259,255
614,259,255
615,259,255
616,259,255
617,259,255
618,259,255
619,259,255
620,259,255
621,259,255
622,259,255
623,259,255
624,259,255
625,259,255
626,259,255
627,259,255
628,259,255
629,259,255
630,259,255
631,259,255
632,259,255
633,259,255
634,259,255
635,259,255
636,259,255
637,259,255
638,259,255
639,259,255
640,259,255
641,259,255
642,259,255
643,259,255
644,259,255
645,259,255
646,259,255
647,259,255
648,259,255
649,259,255
650,259,255
651,259,255
652,259,255
653,259,255
654,259,255
655,259,255
656,259,255
657,259,255
658,259,255
659,259,255
660,259,255
661,259,255
662,259,255
663,259,255
664,259,255
665,259,255
666,259,255
667,259,255
668,259,255
669,259,255
670,259,255
671,259,255
672,259,255
673,259,255
674,259,255
675,259,255
676,259,255
677,259,255
678,259,255
679,259,255
680,259,255
681,259,255
682,259,255
683,259,255
684,259,255
685,259,255
686,259,255
687,259,255
688,259,255
689,259,255
690,259,255
691,259,255
692,259,255
693,259,255
694,259,255
695,259,255
696,259,255
697,259,255
698,259,255
699,259,255
700,259,255
701,259,255
702,259,255
703,259,255
704,259,255
705,259,255
706,259,255
707,259,255
708,259,255
709,259,255
710,259,255
711,259,255
712,259,255
713,259,255
714,259,255
715,259,255
716,259,255
717,259,255
718,259,255
719,259,255
720,259,255
721,259,255
722,259,255
723,259,255
724,259,255
725,259,255
726,259,255
727,259,255
728,259,255
729,259,255
730,259,255
731,259,255
732,259,255
733,259,255
734,259,255
735,259,255
736,259,255
737,259,255
738,259,255
739,259,255
919,259,255
920,259,255
921,259,255
922,259,255
923,259,255
924,259,255
925,259,255
926,259,255
927,259,255
928,259,255
929,259,255
930,259,255
931,259,255
932,259,255
933,259,255
934,259,255
935,259,255
936,259,255
1195,259,255
1196,259,255
1197,259,255
1198,259,255
1199,259,255
1200,259,255
1201,259,255
1202,259,255
1203,259,255
1204,259,255
1205,259,255
1206,259,255
1207,259,255
1234,259,255
1235,259,255
1236,259,255
1237,259,255
1238,259,255
1239,259,255
1240,259,255
1241,259,255
1242,259,255
1243,259,255
1244,259,255
1245,259,255
1246,259,255
1247,259,255
1248,259,255
1249,259,255
2650,259,255
2651,259,255
2652,259,255
2653,259,255
2654,259,255
2655,259,255
2656,259,255
2657,259,255
2658,259,255
2659,259,255
106,260,255
107,260,255
108,260,255
109,260,255
110,260,255
111,260,255
112,260,255
113,260,255
114,260,255
115,260,255
116,260,255
117,260,255
118,260,255
119,260,255
120,260,255
131,260,255
132,260,255
133,260,255
134,260,255
135,260,255
136,260,255
137,260,255
138,260,255
139,260,255
140,260,255
153,260,255
154,260,255
155,260,255
156,260,255
157,260,255
158,260,255
159,260,255
160,260,255
172,260,255
173,260,255
174,260,255
175,260,255
176,260,255
184,260,255
312,260,255
353,260,255
354,260,255
355,260,255
356,260,255
357,260,255
358,260,255
427,260,255
428,260,255
469,260,255
470,260,255
471,260,255
472,260,255
473,260,255
474,260,255
475,260,255
501,260,255
502,260,255
503,260,255
504,260,255
519,260,255
520,260,255
521,260,255
574,260,255
575,260,255
576,260,255
577,260,255
578,260,255
739,260,255
740,260,255
741,260,255
742,260,255
743,260,255
744,260,255
745,260,255
746,260,255
747,260,255
748,260,255
749,260,255
822,260,255
823,260,255
824,260,255
825,260,255
826,260,255
827,260,255
828,260,255
829,260,255
830,260,255
831,260,255
832,260,255
833,260,255
834,260,255
835,260,255
836,260,255
837,260,255
838,260,255
839,260,255
840,260,255
841,260,255
842,260,255
843,260,255
844,260,255
845,260,255
846,260,255
847,260,255
848,260,255
849,260,255
850,260,255
851,260,255
852,260,255
853,260,255
854,260,255
855,260,255
856,260,255
857,260,255
858,260,255
887,260,255
888,260,255
889,260,255
890,260,255
