Isolate,G0_prime,tan_delta0,gamma_f,gamma_y,WSO
3610,-832.7148148148153,-0.000507063046287809,-4.676740494218233,-0.2874806666666667,10.961851851851861
2103,-13.259259259259181,0.00720956099136158,0.07306800693076632,0.12308366666666659,-3.9637037037036933
2106,-1434.333333333334,-0.001726962021984163,1.180843644887501,-0.41918866666666665,-848.8999999999996
2107,-336.7407407407404,-0.0038780054209118092,-1.9673400263431535,-0.6348053333333334,-38.2296296296297
2108,0.7977777777777817,0.0020079399662060737,3.0979971535751787,0.52624,1.546481481481477
2109,-567.9000000000005,0.006479093401459496,-10.828449726265227,1.6673871,-554.6166666666667
2125,-10.039740740740726,0.00977055881879163,-3.494004083279094,-0.0011073666666666666,1.4968148148148153
