Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.4065,0.08724,6.361E+003,748.3,0.0993087,10.00
0.4065,0.07887,6.257E+003,736.4,0.101108,7.943
0.4065,0.07377,6.160E+003,705.1,0.100995,6.310
0.4065,0.08485,6.063E+003,683.7,0.100099,5.012
0.4065,0.07865,5.987E+003,667.3,0.100334,3.981
0.4065,0.07028,5.909E+003,650.5,0.100192,3.162
0.4065,0.06785,5.824E+003,638.8,0.100261,2.512
0.4065,0.06085,5.756E+003,633.9,0.0997584,1.995
0.4065,0.05957,5.648E+003,627.6,0.100188,1.585
0.4065,0.05495,5.576E+003,603.7,0.0992146,1.259
0.4065,0.04926,5.516E+003,596.1,0.0999524,1.000
0.4065,0.04549,5.453E+003,601.4,0.100368,0.7943
0.4065,0.04220,5.373E+003,617.1,0.100355,0.6310
0.4065,0.03636,5.312E+003,585.7,0.100192,0.5012
0.4065,0.03366,5.270E+003,573.7,0.100508,0.3981
0.4065,0.03087,5.105E+003,577.5,0.100252,0.3162
0.4065,0.02486,5.049E+003,590.7,0.100199,0.2512
0.4065,0.02084,5.004E+003,538.0,0.0986813,0.1995
0.4065,0.01801,4.888E+003,561.2,0.0978577,0.1585
0.4065,0.01622,5.123E+003,580.2,0.0921837,0.1259
0.4065,0.01178,4.375E+003,580.6,0.0828896,0.1000
0.4065,6.894E-003,5.454E+003,1.630E+003,3.47327E-004,1.000
0.4065,5.511E-003,5.777E+003,886.9,0.0118028,1.000
0.4065,6.011E-003,5.806E+003,685.6,0.0160790,1.000
0.4065,2.442E-003,5.801E+003,635.5,0.0196322,1.000
0.4065,-1.765E-004,5.800E+003,611.9,0.0250168,1.000
0.4065,-7.159E-004,5.796E+003,602.1,0.0316003,1.000
0.4065,-6.129E-003,5.794E+003,608.4,0.0396382,1.000
0.4065,-3.109E-003,5.792E+003,603.0,0.0504039,1.000
0.4065,0.01378,5.777E+003,590.0,0.0628434,1.000
0.4065,0.01218,5.774E+003,598.2,0.0789661,1.000
0.4065,8.228E-003,5.773E+003,590.1,0.100333,1.000
0.4065,4.001E-003,5.770E+003,590.2,0.125541,1.000
0.4065,0.000,5.762E+003,589.4,0.158311,1.000
0.4065,-1.461E-003,5.751E+003,589.4,0.200037,1.000
0.4065,-6.747E-003,5.736E+003,591.4,0.250356,1.000
0.4065,-7.149E-003,5.712E+003,591.4,0.316562,1.000
0.4065,-0.01102,5.686E+003,593.5,0.397957,1.000
0.4065,-9.611E-003,5.654E+003,596.1,0.499962,1.000
0.4065,-0.01057,5.621E+003,600.3,0.631809,1.000
0.4065,-0.01226,5.585E+003,606.2,0.793219,1.000
0.4065,-0.01204,5.549E+003,616.4,0.999885,1.000
0.4065,-0.01015,5.502E+003,630.7,1.26052,1.000
0.4065,-7.914E-003,5.400E+003,645.6,1.58341,1.000
0.4065,-5.757E-003,5.246E+003,665.1,1.99738,1.000
0.4065,2.148E-003,5.063E+003,702.1,2.51518,1.000
0.4065,0.01498,4.790E+003,755.0,3.16580,1.000
0.4065,0.03555,4.412E+003,836.7,3.99478,1.000
0.4065,0.06106,3.910E+003,966.1,5.02980,1.000
0.4065,0.09577,3.247E+003,1.148E+003,6.34917,1.000
0.4065,0.1308,2.503E+003,1.335E+003,7.99178,1.000
0.4065,0.1570,1.838E+003,1.430E+003,10.0469,1.000
0.4065,0.1911,1.285E+003,1.478E+003,12.0626,1.000
0.4065,0.2116,897.8,1.370E+003,14.8476,1.000
0.4065,0.2311,514.4,1.143E+003,19.4537,1.000
0.4065,0.2307,265.6,844.1,29.5763,1.000
0.4065,0.2279,201.4,725.0,38.0048,1.000
0.4065,0.2271,124.6,564.7,51.6975,1.000
0.4065,0.2372,236.4,599.0,50.1315,1.000
0.4065,0.2369,179.3,512.2,63.0923,1.000
0.4065,0.2335,132.9,434.3,79.4291,1.000
0.4065,0.2256,97.59,365.2,99.9941,1.000
0.4065,0.2197,71.23,305.2,125.889,1.000
0.4065,0.2117,51.68,253.5,158.488,1.000
0.4065,0.2054,37.09,210.1,199.519,1.000
0.4065,0.2006,36.37,206.0,200.002,1.000
