Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.4100,0.09715,3.360E+003,395.0,0.0999290,10.00
0.4100,0.09327,3.331E+003,382.8,0.100410,7.943
0.4100,0.09072,3.294E+003,370.2,0.100601,6.310
0.4100,0.08933,3.257E+003,358.8,0.101153,5.012
0.4100,0.08706,3.217E+003,349.8,0.100573,3.981
0.4100,0.08749,3.178E+003,339.9,0.100474,3.162
0.4100,0.08575,3.136E+003,333.1,0.100023,2.512
0.4100,0.08493,3.094E+003,326.3,0.100463,1.995
0.4100,0.08362,3.054E+003,319.6,0.100468,1.585
0.4100,0.08333,3.016E+003,318.3,0.100222,1.259
0.4100,0.08142,2.971E+003,311.0,0.100174,1.000
0.4100,0.07988,2.929E+003,306.2,0.100750,0.7943
0.4100,0.08204,2.890E+003,300.3,0.0999982,0.6310
0.4100,0.08130,2.855E+003,300.3,0.100149,0.5012
0.4100,0.07687,2.821E+003,286.1,0.100495,0.3981
0.4100,0.07644,2.756E+003,298.4,0.0998110,0.3162
0.4100,0.07774,2.718E+003,305.9,0.100142,0.2512
0.4100,0.07515,2.683E+003,309.2,0.0998060,0.1995
0.4100,0.07393,2.690E+003,302.8,0.100320,0.1585
0.4100,0.07292,2.578E+003,280.7,0.0945246,0.1259
0.4100,0.07139,2.436E+003,340.3,0.0835369,0.1000
0.4100,0.06932,3.011E+003,248.9,9.91959E-003,1.000
0.4100,0.06877,2.999E+003,294.2,0.0122975,1.000
0.4100,0.06830,2.998E+003,289.5,0.0158839,1.000
0.4100,0.06590,2.994E+003,297.0,0.0198437,1.000
0.4100,0.06574,2.992E+003,297.3,0.0251347,1.000
0.4100,0.06326,2.991E+003,295.1,0.0322008,1.000
0.4100,0.06368,2.990E+003,295.8,0.0396035,1.000
0.4100,0.06165,2.989E+003,295.3,0.0501792,1.000
0.4100,0.05878,2.988E+003,297.4,0.0631899,1.000
0.4100,0.05774,2.984E+003,297.0,0.0790667,1.000
0.4100,0.05484,2.978E+003,296.1,0.100274,1.000
0.4100,0.05565,2.973E+003,295.4,0.125669,1.000
0.4100,0.05405,2.966E+003,294.4,0.158722,1.000
0.4100,0.05338,2.957E+003,293.5,0.199814,1.000
0.4100,0.05348,2.944E+003,293.2,0.250526,1.000
0.4100,0.05028,2.925E+003,292.8,0.316562,1.000
0.4100,0.05227,2.899E+003,291.5,0.398029,1.000
0.4100,0.05125,2.863E+003,289.8,0.500766,1.000
0.4100,0.05118,2.818E+003,288.3,0.631642,1.000
0.4100,0.04915,2.763E+003,286.1,0.794312,1.000
0.4100,0.04884,2.713E+003,285.5,1.00012,1.000
0.4100,0.04665,2.675E+003,287.9,1.26024,1.000
0.4100,0.05097,2.635E+003,292.8,1.58461,1.000
0.4100,0.05484,2.583E+003,300.4,1.99740,1.000
0.4100,0.05889,2.511E+003,312.3,2.51460,1.000
0.4100,0.06617,2.412E+003,331.6,3.16593,1.000
0.4100,0.07753,2.286E+003,366.5,3.99099,1.000
0.4100,0.09355,2.097E+003,417.1,5.02652,1.000
0.4100,0.1140,1.844E+003,493.8,6.33990,1.000
0.4100,0.1349,1.528E+003,592.9,7.98277,1.000
0.4100,0.1549,1.184E+003,683.7,10.0505,1.000
0.4100,0.1696,862.5,738.2,12.6080,1.000
0.4100,0.1853,610.6,748.9,15.1346,1.000
0.4100,0.1904,459.2,693.5,18.3485,1.000
0.4100,0.2065,181.3,503.6,29.2082,1.000
0.4100,0.2194,109.4,389.5,39.1792,1.000
0.4100,0.2290,53.95,258.1,59.6752,1.000
0.4100,0.2269,59.99,262.2,62.1204,1.000
0.4100,0.2276,46.18,236.9,79.0483,1.000
0.4100,0.2227,34.44,212.5,88.3796,1.000
0.4100,0.2211,25.07,157.9,122.228,1.000
0.4100,0.2136,17.09,134.0,166.557,1.000
0.4100,0.2097,14.88,148.9,150.652,1.000
0.4100,0.2093,8.345,119.9,201.896,1.000
0.4100,0.2056,8.214,118.4,202.689,1.000
