Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.4013,0.04662,308.8,94.34,0.100000,10.00
0.4013,0.03902,302.2,92.73,0.100820,7.943
0.4013,0.03445,293.7,89.96,0.100412,6.310
0.4013,0.03124,284.7,86.49,0.101262,5.012
0.4013,0.02923,275.3,83.04,0.100733,3.981
0.4013,0.02686,265.9,79.67,0.100598,3.162
0.4013,0.02571,256.6,76.29,0.100216,2.512
0.4013,0.02498,247.4,73.23,0.0999702,1.995
0.4013,0.02358,238.3,70.31,0.100094,1.585
0.4013,0.02297,229.7,67.35,0.100222,1.259
0.4013,0.02215,221.4,64.61,0.0999315,1.000
0.4013,0.02233,213.2,62.36,0.100124,0.7943
0.4013,0.02072,205.1,59.46,0.100226,0.6310
0.4013,0.02035,197.0,56.96,0.100395,0.5012
0.4013,0.02005,189.5,55.29,0.100081,0.3981
0.4013,0.01966,182.5,52.83,0.100155,0.3162
0.4013,0.01815,176.8,50.19,0.101093,0.2512
0.4013,0.01815,169.9,49.49,0.101914,0.1995
0.4013,0.01778,165.1,47.13,0.100437,0.1585
0.4013,0.01735,157.1,45.39,0.102229,0.1259
0.4013,0.01783,151.9,43.59,0.100301,0.1000
0.4013,0.01736,221.6,80.54,2.50886E-003,1.000
0.4013,0.01728,223.8,63.93,0.0119693,1.000
0.4013,0.01648,223.0,61.76,0.0155895,1.000
0.4013,0.01608,225.2,62.63,0.0197786,1.000
0.4013,0.01548,224.9,62.77,0.0250722,1.000
0.4013,0.01469,225.7,62.92,0.0317340,1.000
0.4013,0.01462,226.3,63.27,0.0402615,1.000
0.4013,0.01497,226.8,63.21,0.0509027,1.000
0.4013,0.01516,227.2,63.28,0.0636677,1.000
0.4013,0.01544,227.2,63.37,0.0792182,1.000
0.4013,0.01433,227.3,63.41,0.0996716,1.000
0.4013,0.01335,227.2,63.15,0.125836,1.000
0.4013,0.01257,227.0,63.20,0.158667,1.000
0.4013,0.01293,226.6,63.02,0.199938,1.000
0.4013,0.01368,227.1,63.33,0.251187,1.000
0.4013,0.01382,226.4,63.15,0.316224,1.000
0.4013,0.02103,225.2,63.39,0.398405,1.000
0.4013,0.01797,222.9,62.85,0.501329,1.000
0.4013,0.01643,221.4,62.48,0.631037,1.000
0.4013,0.01601,219.5,62.14,0.794131,1.000
0.4013,0.01489,217.3,61.83,1.00036,1.000
0.4013,0.01469,214.8,61.53,1.25931,1.000
0.4013,0.01489,212.6,61.55,1.58531,1.000
0.4013,0.01507,210.4,61.87,1.99599,1.000
0.4013,0.01499,206.8,62.05,2.51274,1.000
0.4013,0.01412,202.6,62.52,3.16345,1.000
0.4013,0.01324,198.0,63.46,3.98478,1.000
0.4013,0.01347,191.1,64.32,5.01540,1.000
0.4013,0.01406,182.6,65.35,6.32041,1.000
0.4013,0.01396,172.5,66.73,7.95378,1.000
0.4013,0.01396,160.5,68.13,10.0140,1.000
0.4013,0.01370,146.8,69.42,12.6183,1.000
0.4013,0.01249,132.2,70.37,15.8817,1.000
0.4013,0.01232,117.3,70.72,19.9870,1.000
0.4013,0.01157,102.8,70.13,25.1607,1.000
0.4013,0.01102,89.15,68.52,31.6694,1.000
0.4013,9.964E-003,76.64,65.97,39.8585,1.000
0.4013,9.307E-003,65.42,62.60,50.1645,1.000
0.4013,9.424E-003,55.44,58.67,63.1543,1.000
0.4013,9.424E-003,46.64,54.40,79.4899,1.000
0.4013,9.405E-003,38.96,49.97,100.048,1.000
0.4013,9.699E-003,32.28,45.53,125.931,1.000
0.4013,0.01040,26.54,41.21,158.523,1.000
0.4013,0.01131,21.60,37.06,199.552,1.000
0.4013,0.01063,21.61,37.16,199.955,1.000
