Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.0874,6.443E-003,35.81,9.625,0.101556,10.00
0.0874,6.227E-003,27.87,8.727,0.100038,7.943
0.0874,5.707E-003,22.51,8.598,0.101051,6.310
0.0874,4.138E-003,18.73,8.317,0.101902,5.012
0.0874,4.521E-003,15.98,8.052,0.0977008,3.981
0.0874,4.864E-003,13.69,7.769,0.102678,3.162
0.0874,4.668E-003,11.86,7.406,0.100341,2.512
0.0874,4.197E-003,10.45,6.969,0.0996863,1.995
0.0874,4.648E-003,9.145,6.621,0.0953110,1.585
0.0874,4.639E-003,8.050,6.286,0.100687,1.259
0.0874,4.393E-003,7.012,5.891,0.102848,1.000
0.0874,4.060E-003,6.327,5.430,0.100892,0.7943
0.0874,4.668E-003,5.357,5.191,0.0981545,0.6310
0.0874,3.981E-003,4.718,4.598,0.100510,0.5012
0.0874,3.942E-003,4.009,4.341,0.0967501,0.3981
0.0874,3.324E-003,3.354,3.861,0.106101,0.3162
0.0874,3.295E-003,2.828,3.512,0.0983265,0.2512
0.0874,2.913E-003,2.355,3.139,0.0878292,0.1995
0.0874,4.040E-003,2.183,3.002,0.0750229,0.1585
0.0874,3.668E-003,1.769,2.410,0.0812647,0.1259
0.0874,4.737E-003,1.276,2.100,0.0761306,0.1000
0.0874,3.952E-003,3.271,0.5845,1.05120E-003,1.000
0.0874,3.776E-003,7.984,6.961,4.46936E-003,1.000
0.0874,4.089E-003,7.077,6.000,0.0154490,1.000
0.0874,4.011E-003,6.991,5.784,0.0219148,1.000
0.0874,3.991E-003,6.975,5.662,0.0256602,1.000
0.0874,2.726E-003,7.053,5.824,0.0323686,1.000
0.0874,3.923E-003,6.999,5.753,0.0407251,1.000
0.0874,2.775E-003,6.955,5.855,0.0506952,1.000
0.0874,3.648E-003,7.014,5.899,0.0638893,1.000
0.0874,4.021E-003,6.873,5.887,0.0807073,1.000
0.0874,3.354E-003,6.956,5.779,0.100658,1.000
0.0874,3.825E-003,6.949,5.925,0.122815,1.000
0.0874,2.716E-003,6.941,5.869,0.159385,1.000
0.0874,4.168E-003,7.009,5.806,0.202016,1.000
0.0874,4.629E-003,6.969,5.765,0.251762,1.000
0.0874,3.746E-003,6.949,5.854,0.317741,1.000
0.0874,4.109E-003,6.913,5.837,0.399674,1.000
0.0874,4.531E-003,6.926,5.823,0.502135,1.000
0.0874,4.550E-003,6.924,5.818,0.631733,1.000
0.0874,4.511E-003,6.930,5.827,0.795238,1.000
0.0874,6.002E-003,6.941,5.844,0.999070,1.000
0.0874,4.658E-003,6.941,5.833,1.25782,1.000
0.0874,5.237E-003,6.932,5.839,1.58680,1.000
0.0874,5.325E-003,6.947,5.856,1.99936,1.000
0.0874,5.472E-003,6.951,5.884,2.51116,1.000
0.0874,5.639E-003,6.960,5.900,3.16201,1.000
0.0874,5.982E-003,6.984,5.928,3.98217,1.000
0.0874,6.296E-003,6.996,5.967,5.01266,1.000
0.0874,6.865E-003,7.005,5.987,6.30921,1.000
0.0874,5.472E-003,6.973,5.947,7.94297,1.000
0.0874,6.168E-003,6.938,5.916,10.0010,1.000
0.0874,6.619E-003,6.930,5.928,12.5904,1.000
0.0874,5.913E-003,6.903,5.915,15.8460,1.000
0.0874,5.766E-003,6.868,5.908,19.9606,1.000
0.0874,6.011E-003,6.818,5.888,25.1217,1.000
0.0874,6.286E-003,6.753,5.874,31.6309,1.000
0.0874,5.894E-003,6.659,5.853,39.8302,1.000
0.0874,6.139E-003,6.533,5.827,50.1442,1.000
0.0874,6.090E-003,6.353,5.783,63.1043,1.000
0.0874,6.551E-003,6.111,5.724,79.4383,1.000
0.0874,6.669E-003,5.790,5.640,100.017,1.000
0.0874,6.561E-003,5.384,5.523,125.913,1.000
0.0874,6.463E-003,4.894,5.361,158.512,1.000
0.0874,7.188E-003,4.338,5.148,199.579,1.000
0.0874,6.806E-003,4.325,5.142,200.003,1.000
