Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.3119,0.09348,1.252E+004,1.086E+003,0.0998106,10.00
0.3119,0.08210,1.241E+004,1.090E+003,0.100399,7.943
0.3119,0.06812,1.227E+004,1.049E+003,0.100519,6.310
0.3119,0.05643,1.214E+004,1.012E+003,0.100229,5.012
0.3119,0.04276,1.201E+004,980.6,0.100814,3.981
0.3119,0.03961,1.188E+004,956.7,0.100231,3.162
0.3119,0.01831,1.176E+004,936.5,0.100187,2.512
0.3119,3.060E-003,1.164E+004,922.6,0.0999940,1.995
0.3119,-0.01762,1.154E+004,906.5,0.0995972,1.585
0.3119,-0.03194,1.146E+004,915.4,0.100358,1.259
0.3119,-0.05461,1.131E+004,878.1,0.0998133,1.000
0.3119,-0.07374,1.118E+004,851.6,0.100409,0.7943
0.3119,-0.09766,1.104E+004,866.0,0.0999267,0.6310
0.3119,-0.1146,1.095E+004,851.4,0.100200,0.5012
0.3119,-0.1317,1.085E+004,877.8,0.0999339,0.3981
0.3119,-0.1501,1.070E+004,855.2,0.100024,0.3162
0.3119,-0.1712,1.066E+004,889.8,0.0998278,0.2512
0.3119,-0.1931,1.072E+004,864.4,0.0997613,0.1995
0.3119,-0.2050,1.052E+004,756.7,0.0994768,0.1585
0.3119,-0.2280,1.172E+004,2.034E+003,0.0900466,0.1259
0.3119,-0.2538,1.003E+004,817.8,0.0784229,0.1000
0.3119,-0.2670,1.068E+004,3.226E+003,1.68300E-004,1.000
0.3119,-0.2861,1.180E+004,829.0,0.0128417,1.000
0.3119,-0.3070,1.180E+004,850.8,0.0156800,1.000
0.3119,-0.3240,1.182E+004,869.8,0.0199385,1.000
0.3119,-0.3417,1.185E+004,886.9,0.0253438,1.000
0.3119,-0.3564,1.188E+004,892.7,0.0314872,1.000
0.3119,-0.3742,1.191E+004,908.2,0.0397942,1.000
0.3119,-0.3943,1.195E+004,899.6,0.0504967,1.000
0.3119,-0.4132,1.198E+004,903.1,0.0626879,1.000
0.3119,-0.4335,1.201E+004,915.5,0.0796565,1.000
0.3119,-0.4535,1.202E+004,909.4,0.100068,1.000
0.3119,-0.4749,1.206E+004,918.5,0.125435,1.000
0.3119,-0.4929,1.207E+004,923.5,0.159210,1.000
0.3119,-0.5097,1.208E+004,927.3,0.198781,1.000
0.3119,-0.5262,1.209E+004,938.0,0.250700,1.000
0.3119,-0.5459,1.206E+004,945.8,0.316325,1.000
0.3119,-0.5596,1.201E+004,953.1,0.397310,1.000
0.3119,-0.5758,1.195E+004,964.7,0.501642,1.000
0.3119,-0.5932,1.187E+004,979.3,0.630506,1.000
0.3119,-0.6121,1.177E+004,997.2,0.792662,1.000
0.3119,-0.6155,1.165E+004,1.018E+003,1.00049,1.000
0.3119,-0.6207,1.150E+004,1.043E+003,1.25712,1.000
0.3119,-0.6260,1.130E+004,1.074E+003,1.58397,1.000
0.3119,-0.6302,1.099E+004,1.103E+003,1.99558,1.000
0.3119,-0.6226,1.057E+004,1.131E+003,2.50990,1.000
0.3119,-0.5825,1.011E+004,1.177E+003,3.16433,1.000
0.3119,-0.5658,9.528E+003,1.243E+003,3.98403,1.000
0.3119,-0.5335,8.829E+003,1.331E+003,5.01238,1.000
0.3119,-0.4842,7.968E+003,1.454E+003,6.31386,1.000
0.3119,-0.4048,6.982E+003,1.597E+003,7.95614,1.000
0.3119,-0.3019,5.885E+003,1.757E+003,10.0190,1.000
0.3119,-0.1878,4.684E+003,1.919E+003,12.6278,1.000
0.3119,-0.09745,3.532E+003,2.008E+003,15.8982,1.000
0.3119,-0.01960,2.584E+003,1.985E+003,19.9951,1.000
0.3119,0.04502,1.879E+003,1.863E+003,25.1548,1.000
0.3119,0.1006,1.359E+003,1.691E+003,31.6345,1.000
0.3119,0.1571,1.006E+003,1.482E+003,39.8051,1.000
0.3119,0.2182,753.7,1.274E+003,50.1035,1.000
0.3119,0.2663,569.5,1.079E+003,63.0693,1.000
0.3119,0.2965,429.8,905.7,79.4074,1.000
0.3119,0.2991,319.7,753.6,99.9750,1.000
0.3119,0.2896,234.2,624.9,125.877,1.000
0.3119,0.2736,170.1,517.2,158.468,1.000
0.3119,0.2579,121.5,425.1,199.495,1.000
0.3119,0.2353,115.5,407.2,199.975,1.000
