Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.5184,0.2283,1.481E+004,2.004E+003,0.0997746,10.00
0.5184,0.2649,1.460E+004,1.922E+003,0.100512,7.943
0.5184,0.2787,1.441E+004,1.876E+003,0.100083,6.310
0.5184,0.2792,1.419E+004,1.834E+003,0.100109,5.012
0.5184,0.2745,1.396E+004,1.800E+003,0.100098,3.981
0.5184,0.2737,1.373E+004,1.752E+003,0.100586,3.162
0.5184,0.2710,1.352E+004,1.722E+003,0.100025,2.512
0.5184,0.2624,1.330E+004,1.671E+003,0.0999688,1.995
0.5184,0.2546,1.309E+004,1.624E+003,0.0988410,1.585
0.5184,0.2489,1.291E+004,1.581E+003,0.0997153,1.259
0.5184,0.2425,1.268E+004,1.457E+003,0.0994987,1.000
0.5184,0.2383,1.242E+004,1.387E+003,0.100977,0.7943
0.5184,0.2318,1.221E+004,1.369E+003,0.0999373,0.6310
0.5184,0.2310,1.211E+004,1.334E+003,0.0997809,0.5012
0.5184,0.2331,1.198E+004,1.239E+003,0.0994389,0.3981
0.5184,0.2305,1.161E+004,1.155E+003,0.0999445,0.3162
0.5184,0.2289,1.162E+004,1.142E+003,0.0997095,0.2512
0.5184,0.2198,1.166E+004,1.005E+003,0.0995342,0.1995
0.5184,0.2116,1.145E+004,1.045E+003,0.0997663,0.1585
0.5184,0.2034,1.252E+004,1.494E+003,0.0914969,0.1259
0.5184,0.1937,1.037E+004,896.9,0.0803254,0.1000
0.5184,0.1919,1.197E+004,2.908E+003,4.54651E-004,1.000
0.5184,0.1866,1.256E+004,1.462E+003,0.0126246,1.000
0.5184,0.1829,1.258E+004,1.449E+003,0.0159504,1.000
0.5184,0.1795,1.261E+004,1.466E+003,0.0200357,1.000
0.5184,0.1745,1.265E+004,1.451E+003,0.0249140,1.000
0.5184,0.1680,1.268E+004,1.454E+003,0.0316605,1.000
0.5184,0.1639,1.269E+004,1.439E+003,0.0396667,1.000
0.5184,0.1603,1.270E+004,1.431E+003,0.0501093,1.000
0.5184,0.1563,1.271E+004,1.437E+003,0.0630021,1.000
0.5184,0.1540,1.273E+004,1.438E+003,0.0792471,1.000
0.5184,0.1510,1.272E+004,1.445E+003,0.0996392,1.000
0.5184,0.1459,1.269E+004,1.446E+003,0.125932,1.000
0.5184,0.1440,1.268E+004,1.446E+003,0.158504,1.000
0.5184,0.1425,1.267E+004,1.453E+003,0.199435,1.000
0.5184,0.1513,1.266E+004,1.471E+003,0.250892,1.000
0.5184,0.1444,1.265E+004,1.484E+003,0.316069,1.000
0.5184,0.1411,1.262E+004,1.512E+003,0.398294,1.000
0.5184,0.1384,1.258E+004,1.553E+003,0.501212,1.000
0.5184,0.1367,1.243E+004,1.603E+003,0.631138,1.000
0.5184,0.1397,1.223E+004,1.688E+003,0.794003,1.000
0.5184,0.1461,1.184E+004,1.834E+003,1.00059,1.000
0.5184,0.1609,1.123E+004,2.113E+003,1.25991,1.000
0.5184,0.1781,1.023E+004,2.651E+003,1.58798,1.000
0.5184,0.1999,8.673E+003,3.499E+003,1.99983,1.000
0.5184,0.2104,6.674E+003,4.397E+003,2.48659,1.000
0.5184,0.2193,5.245E+003,4.697E+003,2.92778,1.000
0.5184,0.2319,4.054E+003,4.612E+003,3.58369,1.000
0.5184,0.2541,1.820E+003,3.741E+003,5.38720,1.000
0.5184,0.2795,925.0,2.858E+003,7.95517,1.000
0.5184,0.3443,41.60,1.062E+003,21.0907,1.000
0.5184,0.3946,1.282E+003,2.472E+003,10.2902,1.000
0.5184,0.3924,1.026E+003,2.172E+003,12.5869,1.000
0.5184,0.3973,804.5,1.857E+003,15.8478,1.000
0.5184,0.4033,630.5,1.586E+003,19.9491,1.000
0.5184,0.4095,489.6,1.352E+003,25.1137,1.000
0.5184,0.4179,373.7,1.148E+003,31.6232,1.000
0.5184,0.4259,279.3,968.2,39.8097,1.000
0.5184,0.4352,203.5,808.1,50.1244,1.000
0.5184,0.4424,144.2,666.0,63.1019,1.000
0.5184,0.4466,98.90,541.5,79.4335,1.000
0.5184,0.4474,65.55,434.5,100.003,1.000
0.5184,0.4464,41.80,345.3,125.890,1.000
0.5184,0.4479,25.74,273.4,158.487,1.000
0.5184,0.4465,15.24,216.8,199.559,1.000
0.5184,0.4467,15.06,216.6,200.026,1.000
