Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.5256,0.3126,1.428E+004,1.911E+003,0.0999172,10.00
0.5256,0.3497,1.410E+004,1.824E+003,0.100379,7.943
0.5256,0.3562,1.390E+004,1.769E+003,0.100841,6.310
0.5256,0.3520,1.371E+004,1.736E+003,0.0999621,5.012
0.5256,0.3444,1.350E+004,1.703E+003,0.101242,3.981
0.5256,0.3342,1.325E+004,1.667E+003,0.100802,3.162
0.5256,0.3250,1.305E+004,1.632E+003,0.100217,2.512
0.5256,0.3158,1.284E+004,1.596E+003,0.100147,1.995
0.5256,0.3068,1.259E+004,1.545E+003,0.0987989,1.585
0.5256,0.3008,1.237E+004,1.494E+003,0.0990098,1.259
0.5256,0.2911,1.223E+004,1.367E+003,0.100305,1.000
0.5256,0.2840,1.200E+004,1.316E+003,0.101832,0.7943
0.5256,0.2764,1.189E+004,1.260E+003,0.0999736,0.6310
0.5256,0.2670,1.155E+004,1.144E+003,0.101145,0.5012
0.5256,0.2623,1.152E+004,1.175E+003,0.100998,0.3981
0.5256,0.2548,1.140E+004,1.108E+003,0.0997269,0.3162
0.5256,0.2454,1.119E+004,1.065E+003,0.101230,0.2512
0.5256,0.2416,1.104E+004,1.003E+003,0.100544,0.1995
0.5256,0.2367,1.093E+004,1.037E+003,0.102393,0.1585
0.5256,0.2295,1.189E+004,1.408E+003,0.0931226,0.1259
0.5256,0.2209,1.008E+004,681.8,0.0799458,0.1000
0.5256,0.2156,8.502E+003,4.525E+003,4.38154E-005,1.000
0.5256,0.2089,1.230E+004,1.368E+003,0.0123221,1.000
0.5256,0.2045,1.232E+004,1.301E+003,0.0160905,1.000
0.5256,0.1996,1.232E+004,1.301E+003,0.0202986,1.000
0.5256,0.1927,1.231E+004,1.337E+003,0.0253301,1.000
0.5256,0.1887,1.232E+004,1.331E+003,0.0317510,1.000
0.5256,0.1836,1.233E+004,1.361E+003,0.0399487,1.000
0.5256,0.1796,1.233E+004,1.368E+003,0.0502525,1.000
0.5256,0.1769,1.233E+004,1.361E+003,0.0633981,1.000
0.5256,0.1740,1.231E+004,1.358E+003,0.0798188,1.000
0.5256,0.1733,1.231E+004,1.367E+003,0.0997586,1.000
0.5256,0.1682,1.230E+004,1.368E+003,0.126053,1.000
0.5256,0.1642,1.228E+004,1.369E+003,0.158340,1.000
0.5256,0.1627,1.225E+004,1.372E+003,0.199723,1.000
0.5256,0.1565,1.221E+004,1.373E+003,0.251624,1.000
0.5256,0.1557,1.216E+004,1.376E+003,0.315631,1.000
0.5256,0.1492,1.211E+004,1.383E+003,0.398260,1.000
0.5256,0.1482,1.207E+004,1.393E+003,0.501556,1.000
0.5256,0.1440,1.202E+004,1.411E+003,0.630788,1.000
0.5256,0.1441,1.196E+004,1.436E+003,0.795277,1.000
0.5256,0.1461,1.186E+004,1.472E+003,1.00005,1.000
0.5256,0.1517,1.164E+004,1.513E+003,1.25964,1.000
0.5256,0.1684,1.131E+004,1.577E+003,1.58698,1.000
0.5256,0.1840,1.088E+004,1.722E+003,1.99766,1.000
0.5256,0.2124,1.009E+004,2.060E+003,2.52144,1.000
0.5256,0.2516,8.652E+003,2.751E+003,3.18426,1.000
0.5256,0.2833,6.484E+003,3.649E+003,4.01794,1.000
0.5256,0.3091,4.310E+003,4.373E+003,4.74011,1.000
0.5256,0.3228,2.770E+003,4.015E+003,6.09737,1.000
0.5256,0.3408,1.604E+003,3.338E+003,8.74986,1.000
0.5256,0.3478,1.555E+003,2.840E+003,9.99712,1.000
0.5256,0.3569,1.197E+003,2.431E+003,12.5838,1.000
0.5256,0.3681,940.3,2.089E+003,15.8426,1.000
0.5256,0.3813,743.6,1.799E+003,19.9532,1.000
0.5256,0.4004,586.8,1.551E+003,25.1139,1.000
0.5256,0.4208,460.4,1.336E+003,31.6203,1.000
0.5256,0.4432,359.7,1.149E+003,39.8101,1.000
0.5256,0.4645,278.5,984.0,50.1155,1.000
0.5256,0.4833,214.7,838.5,63.0884,1.000
0.5256,0.4906,164.0,707.7,79.4216,1.000
0.5256,0.4941,123.2,591.5,99.9871,1.000
0.5256,0.4832,90.39,490.8,125.880,1.000
0.5256,0.4654,63.78,404.5,158.484,1.000
0.5256,0.4485,43.56,330.5,199.530,1.000
0.5256,0.4425,40.60,321.7,200.010,1.000
