Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.5217,0.1849,1.196E+004,1.505E+003,0.0999015,10.00
0.5217,0.2028,1.179E+004,1.488E+003,0.100953,7.943
0.5217,0.2066,1.163E+004,1.453E+003,0.100548,6.310
0.5217,0.2048,1.146E+004,1.424E+003,0.101240,5.012
0.5217,0.2029,1.128E+004,1.385E+003,0.100825,3.981
0.5217,0.2033,1.110E+004,1.356E+003,0.100139,3.162
0.5217,0.2023,1.091E+004,1.324E+003,0.100079,2.512
0.5217,0.1981,1.073E+004,1.283E+003,0.0997711,1.995
0.5217,0.1938,1.056E+004,1.236E+003,0.0999879,1.585
0.5217,0.1888,1.038E+004,1.190E+003,0.100370,1.259
0.5217,0.1851,1.022E+004,1.140E+003,0.100246,1.000
0.5217,0.1827,1.005E+004,1.095E+003,0.100001,0.7943
0.5217,0.1752,9.895E+003,1.066E+003,0.100017,0.6310
0.5217,0.1717,9.775E+003,1.004E+003,0.100216,0.5012
0.5217,0.1684,9.670E+003,934.8,0.100065,0.3981
0.5217,0.1605,9.401E+003,885.2,0.0998465,0.3162
0.5217,0.1557,9.386E+003,876.1,0.0997741,0.2512
0.5217,0.1671,9.305E+003,824.9,0.0999522,0.1995
0.5217,0.1620,9.188E+003,765.6,0.100511,0.1585
0.5217,0.1543,9.888E+003,907.5,0.0920652,0.1259
0.5217,0.1474,8.298E+003,714.8,0.0812188,0.1000
0.5217,0.1437,9.970E+003,2.587E+003,1.57007E-003,1.000
0.5217,0.1380,1.032E+004,1.145E+003,0.0127961,1.000
0.5217,0.1327,1.032E+004,1.138E+003,0.0158192,1.000
0.5217,0.1303,1.034E+004,1.129E+003,0.0201852,1.000
0.5217,0.1330,1.034E+004,1.100E+003,0.0249397,1.000
0.5217,0.1264,1.035E+004,1.139E+003,0.0315555,1.000
0.5217,0.1209,1.036E+004,1.135E+003,0.0397446,1.000
0.5217,0.1158,1.036E+004,1.128E+003,0.0501405,1.000
0.5217,0.1121,1.035E+004,1.130E+003,0.0631858,1.000
0.5217,0.1108,1.033E+004,1.124E+003,0.0794805,1.000
0.5217,0.1212,1.032E+004,1.118E+003,0.0997223,1.000
0.5217,0.1188,1.018E+004,1.142E+003,0.129662,1.000
0.5217,0.1152,1.012E+004,1.123E+003,0.158405,1.000
0.5217,0.1112,1.009E+004,1.119E+003,0.199196,1.000
0.5217,0.1054,1.004E+004,1.119E+003,0.251061,1.000
0.5217,0.1014,9.958E+003,1.118E+003,0.316150,1.000
0.5217,0.1002,9.883E+003,1.120E+003,0.397851,1.000
0.5217,0.09701,9.804E+003,1.127E+003,0.501332,1.000
0.5217,0.09457,9.735E+003,1.143E+003,0.630792,1.000
0.5217,0.1032,9.662E+003,1.172E+003,0.794442,1.000
0.5217,0.1049,9.557E+003,1.207E+003,1.00065,1.000
0.5217,0.1117,9.342E+003,1.256E+003,1.25912,1.000
0.5217,0.1256,9.021E+003,1.342E+003,1.58701,1.000
0.5217,0.1447,8.590E+003,1.529E+003,1.99937,1.000
0.5217,0.1682,7.859E+003,1.858E+003,2.52093,1.000
0.5217,0.1921,6.722E+003,2.283E+003,3.18451,1.000
0.5217,0.2127,5.224E+003,2.701E+003,4.01214,1.000
0.5217,0.2294,3.839E+003,2.872E+003,5.04637,1.000
0.5217,0.2459,2.622E+003,2.994E+003,6.03433,1.000
0.5217,0.2566,1.759E+003,2.814E+003,7.42492,1.000
0.5217,0.2726,1.148E+003,2.470E+003,9.38851,1.000
0.5217,0.2854,736.6,2.044E+003,12.4253,1.000
0.5217,0.3051,490.0,1.723E+003,15.7490,1.000
0.5217,0.3210,370.6,1.499E+003,19.3545,1.000
0.5217,0.3320,290.5,1.308E+003,23.7391,1.000
0.5217,0.3571,217.3,1.114E+003,29.6336,1.000
0.5217,0.3745,159.9,934.5,37.2185,1.000
0.5217,0.3868,120.3,777.4,43.9005,1.000
0.5217,0.3816,153.9,641.1,63.0953,1.000
0.5217,0.3835,118.8,544.7,79.4219,1.000
0.5217,0.3854,89.89,459.5,99.9860,1.000
0.5217,0.3828,65.64,383.0,125.888,1.000
0.5217,0.3728,46.48,317.2,158.478,1.000
0.5217,0.3624,32.00,262.1,199.547,1.000
0.5217,0.3566,29.78,255.6,200.020,1.000
