Gap(mm),Normal force(N),Shear modulus (elastic component)(Pa),Shear modulus (viscous component)(Pa),Complex shear strain(%),Frequency(Hz)
0.3742,0.05113,527.3,122.4,0.100150,10.00
0.3742,0.04327,499.7,121.2,0.100818,7.943
0.3742,0.03825,478.2,117.1,0.100571,6.310
0.3742,0.03398,459.7,112.9,0.100093,5.012
0.3742,0.03174,443.1,108.6,0.100838,3.981
0.3742,0.02923,427.9,104.4,0.100550,3.162
0.3742,0.02800,413.7,100.5,0.100074,2.512
0.3742,0.02639,400.2,96.69,0.100266,1.995
0.3742,0.02452,387.7,92.98,0.0998273,1.585
0.3742,0.02269,375.6,89.69,0.100021,1.259
0.3742,0.02118,363.9,86.33,0.0998290,1.000
0.3742,0.02095,352.7,83.24,0.0999560,0.7943
0.3742,0.02030,342.1,79.47,0.100096,0.6310
0.3742,0.01839,331.3,76.86,0.100348,0.5012
0.3742,0.01741,321.5,74.46,0.100066,0.3981
0.3742,0.01732,312.3,71.21,0.100063,0.3162
0.3742,0.01576,303.6,68.94,0.100333,0.2512
0.3742,0.01484,295.4,67.11,0.101187,0.1995
0.3742,0.01504,296.7,65.32,0.100301,0.1585
0.3742,0.01560,265.8,65.34,0.0976784,0.1259
0.3742,0.01434,267.9,60.76,0.102051,0.1000
0.3742,0.01429,386.7,123.6,1.73585E-003,1.000
0.3742,0.01389,380.6,87.37,0.0128808,1.000
0.3742,0.01231,382.6,86.70,0.0163672,1.000
0.3742,0.01135,382.2,85.84,0.0204031,1.000
0.3742,0.01088,380.8,86.09,0.0256601,1.000
0.3742,0.01188,380.8,85.83,0.0318881,1.000
0.3742,0.01014,379.9,85.62,0.0403310,1.000
0.3742,0.01013,379.6,85.53,0.0504652,1.000
0.3742,0.01064,379.2,85.46,0.0634704,1.000
0.3742,9.159E-003,379.1,85.53,0.0796818,1.000
0.3742,8.993E-003,378.6,85.70,0.100255,1.000
0.3742,8.581E-003,377.2,85.52,0.126095,1.000
0.3742,7.934E-003,376.4,85.44,0.158523,1.000
0.3742,7.247E-003,374.9,85.37,0.199548,1.000
0.3742,8.002E-003,373.1,85.33,0.251310,1.000
0.3742,7.600E-003,371.0,85.37,0.316348,1.000
0.3742,7.071E-003,368.3,85.52,0.398450,1.000
0.3742,0.01281,363.5,86.46,0.502025,1.000
0.3742,0.01165,361.0,86.85,0.631149,1.000
0.3742,0.01090,358.9,88.04,0.794756,1.000
0.3742,0.01038,356.1,89.82,1.00037,1.000
0.3742,9.307E-003,350.9,92.21,1.26006,1.000
0.3742,0.01029,341.2,94.55,1.58683,1.000
0.3742,8.993E-003,326.9,97.13,1.99780,1.000
0.3742,9.042E-003,310.2,101.3,2.51669,1.000
0.3742,8.002E-003,290.9,107.0,3.16927,1.000
0.3742,9.061E-003,266.9,112.6,3.99087,1.000
0.3742,8.306E-003,241.3,118.9,5.02584,1.000
0.3742,8.394E-003,214.0,124.0,6.32766,1.000
0.3742,8.561E-003,186.9,126.6,7.96245,1.000
0.3742,7.767E-003,160.9,126.6,10.0273,1.000
0.3742,6.453E-003,136.5,123.5,12.6145,1.000
0.3742,5.982E-003,113.9,118.4,15.8876,1.000
0.3742,5.668E-003,93.64,111.7,19.9920,1.000
0.3742,5.580E-003,76.16,103.9,25.1640,1.000
0.3742,4.844E-003,61.40,95.19,31.6765,1.000
0.3742,4.393E-003,49.07,86.08,39.8594,1.000
0.3742,4.148E-003,38.84,76.91,50.1783,1.000
0.3742,4.246E-003,30.52,68.05,63.1411,1.000
0.3742,4.697E-003,23.83,59.78,79.4775,1.000
0.3742,4.266E-003,18.48,52.14,100.062,1.000
0.3742,4.384E-003,14.23,45.22,125.937,1.000
0.3742,4.178E-003,10.87,39.04,158.525,1.000
0.3742,4.864E-003,8.278,33.60,199.561,1.000
0.3742,4.335E-003,8.259,33.50,199.998,1.000
